qualify_id,race_id,driver_id,constructor_id,number,position,q1,q2,q3,data_source,ingestion_date
1430,109,35,16,16,12,1:38.289,\N,\N,dev,2024-06-12
1431,109,49,15,10,13,1:38.291,\N,\N,dev,2024-06-12
1432,109,21,17,11,14,1:38.416,\N,\N,dev,2024-06-12
1433,109,42,19,15,15,1:38.516,\N,\N,dev,2024-06-12
1434,109,17,19,14,16,1:38.624,\N,\N,dev,2024-06-12
1435,109,23,3,4,17,1:38.789,\N,\N,dev,2024-06-12
1436,109,50,18,19,18,1:40.417,\N,\N,dev,2024-06-12
1437,109,51,18,18,19,1:40.599,\N,\N,dev,2024-06-12
1438,109,52,17,12,20,1:40.910,\N,\N,dev,2024-06-12
1439,125,30,6,1,1,1:35.266,\N,\N,dev,2024-06-12
1440,125,31,3,6,2,1:35.497,\N,\N,dev,2024-06-12
1441,125,22,6,2,3,1:35.891,\N,\N,dev,2024-06-12
1442,125,23,3,3,4,1:36.028,\N,\N,dev,2024-06-12
1443,125,8,1,4,5,1:36.468,\N,\N,dev,2024-06-12
1444,125,14,1,3,6,1:36.477,\N,\N,dev,2024-06-12
1445,125,2,15,7,7,1:37.199,\N,\N,dev,2024-06-12
1446,125,18,4,15,8,1:37.245,\N,\N,dev,2024-06-12
1447,125,21,17,9,9,1:37.536,\N,\N,dev,2024-06-12
1448,125,63,7,24,10,1:37.694,\N,\N,dev,2024-06-12
1449,125,49,21,20,11,1:37.919,\N,\N,dev,2024-06-12
1450,125,15,4,14,12,1:37.920,\N,\N,dev,2024-06-12
1451,125,35,16,11,13,1:38.039,\N,\N,dev,2024-06-12
1452,125,13,15,8,14,1:38.057,\N,\N,dev,2024-06-12
1453,125,11,17,10,15,1:38.141,\N,\N,dev,2024-06-12
1454,125,59,21,21,16,1:38.284,\N,\N,dev,2024-06-12
1455,125,37,19,17,17,1:38.374,\N,\N,dev,2024-06-12
1456,125,44,16,12,18,1:38.390,\N,\N,dev,2024-06-12
1457,125,66,7,25,19,1:38.959,\N,\N,dev,2024-06-12
1458,125,56,19,16,20,1:39.121,\N,\N,dev,2024-06-12
1459,125,17,18,23,21,1:39.454,\N,\N,dev,2024-06-12
1460,125,62,18,22,22,1:40.158,\N,\N,dev,2024-06-12
1461,140,30,6,1,1,1:31.317,\N,\N,dev,2024-06-12
1462,140,22,6,2,2,1:31.749,\N,\N,dev,2024-06-12
1463,140,14,1,3,3,1:32.088,\N,\N,dev,2024-06-12
1464,140,8,1,4,4,1:32.197,\N,\N,dev,2024-06-12
1465,140,23,3,5,5,1:32.444,\N,\N,dev,2024-06-12
1466,140,31,3,6,6,1:32.507,\N,\N,dev,2024-06-12
1467,140,11,17,10,7,1:33.090,\N,\N,dev,2024-06-12
1468,140,21,17,9,8,1:33.276,\N,\N,dev,2024-06-12
1469,140,35,16,11,9,1:33.349,\N,\N,dev,2024-06-12
1470,140,18,4,15,10,1:33.429,\N,\N,dev,2024-06-12
1471,140,15,4,14,11,1:33.547,\N,\N,dev,2024-06-12
1472,140,2,15,7,12,1:33.553,\N,\N,dev,2024-06-12
1473,140,63,7,24,13,1:33.742,\N,\N,dev,2024-06-12
1474,140,56,19,16,14,1:33.915,\N,\N,dev,2024-06-12
1475,140,13,15,8,15,1:33.979,\N,\N,dev,2024-06-12
1476,140,44,16,12,16,1:34.192,\N,\N,dev,2024-06-12
1477,140,37,19,17,17,1:34.227,\N,\N,dev,2024-06-12
1478,140,66,7,25,18,1:35.191,\N,\N,dev,2024-06-12
1479,140,17,18,23,19,1:35.958,\N,\N,dev,2024-06-12
1480,140,62,18,22,20,1:36.267,\N,\N,dev,2024-06-12
1481,156,30,6,1,1,1:11.708,\N,\N,dev,2024-06-12
1482,156,23,3,5,2,1:11.986,\N,\N,dev,2024-06-12
1483,156,31,3,6,3,1:12.252,\N,\N,dev,2024-06-12
1484,156,57,1,3,4,1:12.309,\N,\N,dev,2024-06-12
1485,156,22,6,2,5,1:12.327,\N,\N,dev,2024-06-12
1486,156,2,15,16,6,1:12.434,\N,\N,dev,2024-06-12
1487,156,14,1,4,7,1:12.500,\N,\N,dev,2024-06-12
1488,156,15,17,11,8,1:12.605,\N,\N,dev,2024-06-12
1489,156,55,17,12,9,1:12.607,\N,\N,dev,2024-06-12
1490,156,18,22,8,10,1:12.805,\N,\N,dev,2024-06-12
1491,156,8,15,17,11,1:12.881,\N,\N,dev,2024-06-12
1492,156,21,22,7,12,1:12.942,\N,\N,dev,2024-06-12
1493,156,44,16,9,13,1:13.122,\N,\N,dev,2024-06-12
1494,156,56,19,18,14,1:13.189,\N,\N,dev,2024-06-12
1495,156,49,20,22,15,1:13.281,\N,\N,dev,2024-06-12
1496,156,37,19,19,16,1:13.679,\N,\N,dev,2024-06-12
1497,156,4,18,21,17,1:13.991,\N,\N,dev,2024-06-12
1498,156,35,16,10,18,1:14.012,\N,\N,dev,2024-06-12
1499,156,59,21,15,19,1:14.129,\N,\N,dev,2024-06-12
1500,156,50,21,14,20,1:14.138,\N,\N,dev,2024-06-12
1501,156,61,20,23,21,1:14.185,\N,\N,dev,2024-06-12
1502,156,62,18,20,22,1:15.247,\N,\N,dev,2024-06-12
1503,158,57,1,1,1,1:30.556,\N,\N,dev,2024-06-12
1504,158,14,1,2,2,1:30.910,\N,\N,dev,2024-06-12
1505,158,30,6,3,3,1:31.075,\N,\N,dev,2024-06-12
1506,158,22,6,4,4,1:31.102,\N,\N,dev,2024-06-12
1507,158,49,17,5,5,1:31.359,\N,\N,dev,2024-06-12
1508,158,15,17,6,6,1:31.504,\N,\N,dev,2024-06-12
1509,158,56,19,7,7,1:31.514,\N,\N,dev,2024-06-12
1510,158,35,16,22,8,1:31.968,\N,\N,dev,2024-06-12
1511,158,21,22,11,9,1:31.992,\N,\N,dev,2024-06-12
1512,158,63,15,17,10,1:32.018,\N,\N,dev,2024-06-12
1513,158,23,3,9,11,1:32.220,\N,\N,dev,2024-06-12
1514,158,37,21,18,12,1:32.323,\N,\N,dev,2024-06-12
1515,158,50,21,19,13,1:32.477,\N,\N,dev,2024-06-12
1516,158,25,22,12,14,1:32.775,\N,\N,dev,2024-06-12
1517,158,2,20,15,15,1:33.024,\N,\N,dev,2024-06-12
1518,158,41,16,23,16,1:33.117,\N,\N,dev,2024-06-12
1519,158,55,20,14,17,1:33.197,\N,\N,dev,2024-06-12
1520,158,48,18,20,18,1:33.261,\N,\N,dev,2024-06-12
1521,158,64,15,16,19,1:33.378,\N,\N,dev,2024-06-12
1522,158,65,19,8,20,1:33.638,\N,\N,dev,2024-06-12
1523,158,18,3,10,21,1:33.828,\N,\N,dev,2024-06-12
1524,158,60,18,21,22,1:34.705,\N,\N,dev,2024-06-12
1525,160,57,1,1,1,1:24.714,\N,\N,dev,2024-06-12
1526,160,30,6,3,2,1:24.805,\N,\N,dev,2024-06-12
1527,160,14,1,2,3,1:25.014,\N,\N,dev,2024-06-12
1528,160,22,6,4,4,1:25.871,\N,\N,dev,2024-06-12
1529,160,23,3,9,5,1:25.871,\N,\N,dev,2024-06-12
1530,160,49,17,5,6,1:25.892,\N,\N,dev,2024-06-12
1531,160,56,19,7,7,1:25.929,\N,\N,dev,2024-06-12
1532,160,15,17,6,8,1:26.002,\N,\N,dev,2024-06-12
1533,160,35,16,22,9,1:26.124,\N,\N,dev,2024-06-12
1534,160,64,15,16,10,1:26.238,\N,\N,dev,2024-06-12
1535,160,25,22,12,11,1:26.281,\N,\N,dev,2024-06-12
1536,160,63,15,17,12,1:26.336,\N,\N,dev,2024-06-12
1537,160,37,21,18,13,1:26.349,\N,\N,dev,2024-06-12
1538,160,41,16,23,14,1:26.814,\N,\N,dev,2024-06-12
1539,160,55,20,14,15,1:26.824,\N,\N,dev,2024-06-12
1540,160,50,21,19,16,1:26.845,\N,\N,dev,2024-06-12
1541,160,65,19,8,17,1:27.051,\N,\N,dev,2024-06-12
1542,160,18,3,10,18,1:27.135,\N,\N,dev,2024-06-12
1543,160,21,22,11,19,1:27.253,\N,\N,dev,2024-06-12
1544,160,60,18,21,20,1:28.161,\N,\N,dev,2024-06-12
1545,160,48,18,20,21,1:28.333,\N,\N,dev,2024-06-12
1546,160,2,20,15,22,1:28.361,\N,\N,dev,2024-06-12
1547,161,22,6,4,1,1:25.703,\N,\N,dev,2024-06-12
1548,161,49,17,5,2,1:25.706,\N,\N,dev,2024-06-12
1549,161,57,1,1,3,1:25.741,\N,\N,dev,2024-06-12
1550,161,14,1,2,4,1:26.088,\N,\N,dev,2024-06-12
1551,161,30,6,3,5,1:26.161,\N,\N,dev,2024-06-12
1552,161,18,3,10,6,1:26.733,\N,\N,dev,2024-06-12
1553,161,23,3,9,7,1:26.786,\N,\N,dev,2024-06-12
1554,161,50,21,19,8,1:26.793,\N,\N,dev,2024-06-12
1555,161,56,19,7,9,1:26.818,\N,\N,dev,2024-06-12
1556,161,35,16,22,10,1:27.025,\N,\N,dev,2024-06-12
1557,161,15,17,6,11,1:27.164,\N,\N,dev,2024-06-12
1558,161,21,22,11,12,1:27.253,\N,\N,dev,2024-06-12
1559,161,64,15,16,13,1:27.301,\N,\N,dev,2024-06-12
1560,161,65,19,8,14,1:27.461,\N,\N,dev,2024-06-12
1561,161,55,20,14,15,1:27.559,\N,\N,dev,2024-06-12
1562,161,41,16,23,16,1:27.772,\N,\N,dev,2024-06-12
1563,161,2,20,15,17,1:27.806,\N,\N,dev,2024-06-12
1564,161,63,15,17,18,1:28.110,\N,\N,dev,2024-06-12
1565,161,37,21,18,19,1:28.135,\N,\N,dev,2024-06-12
1566,161,25,22,12,20,1:28.205,\N,\N,dev,2024-06-12
1567,161,48,18,20,21,1:28.253,\N,\N,dev,2024-06-12
1568,161,60,18,21,22,1:29.174,\N,\N,dev,2024-06-12
1569,173,30,6,3,1,1:35.825,\N,\N,dev,2024-06-12
1570,173,57,1,1,2,1:35.834,\N,\N,dev,2024-06-12
1571,173,14,1,2,3,1:36.236,\N,\N,dev,2024-06-12
1572,173,22,6,4,4,1:36.330,\N,\N,dev,2024-06-12
1573,173,18,3,10,5,1:36.628,\N,\N,dev,2024-06-12
1574,173,23,3,9,6,1:36.788,\N,\N,dev,2024-06-12
1575,173,56,19,7,7,1:36.899,\N,\N,dev,2024-06-12
1576,173,49,17,5,8,1:37.243,\N,\N,dev,2024-06-12
1577,173,35,16,22,9,1:37.267,\N,\N,dev,2024-06-12
1578,173,65,19,8,10,1:37.329,\N,\N,dev,2024-06-12
1579,173,25,22,12,11,1:37.348,\N,\N,dev,2024-06-12
1580,173,21,22,11,12,1:37.479,\N,\N,dev,2024-06-12
1581,173,37,21,18,13,1:37.652,\N,\N,dev,2024-06-12
1582,173,50,21,19,14,1:37.674,\N,\N,dev,2024-06-12
1583,173,15,17,6,15,1:37.679,\N,\N,dev,2024-06-12
1584,173,2,20,15,16,1:38.141,\N,\N,dev,2024-06-12
1585,173,55,20,14,17,1:38.209,\N,\N,dev,2024-06-12
1586,173,41,16,23,18,1:38.269,\N,\N,dev,2024-06-12
1587,173,63,15,17,19,1:38.490,\N,\N,dev,2024-06-12
1588,173,64,15,16,20,1:38.576,\N,\N,dev,2024-06-12
1589,173,48,18,20,21,1:39.972,\N,\N,dev,2024-06-12
1590,173,60,18,21,22,1:40.462,\N,\N,dev,2024-06-12
1591,175,57,1,1,1,1:30.462,\N,\N,dev,2024-06-12
1592,175,14,1,2,2,1:30.946,\N,\N,dev,2024-06-12
1593,175,30,6,3,3,1:31.781,\N,\N,dev,2024-06-12
1594,175,22,24,16,4,1:32.148,\N,\N,dev,2024-06-12
1595,175,49,17,8,5,1:32.276,\N,\N,dev,2024-06-12
1596,175,56,6,4,6,1:32.289,\N,\N,dev,2024-06-12
1597,175,21,22,9,7,1:32.540,\N,\N,dev,2024-06-12
1598,175,23,3,6,8,1:32.691,\N,\N,dev,2024-06-12
1599,175,71,17,7,9,1:32.695,\N,\N,dev,2024-06-12
1600,175,25,22,10,10,1:32.789,\N,\N,dev,2024-06-12
1601,175,35,16,22,11,1:32.888,\N,\N,dev,2024-06-12
1602,175,15,20,19,12,1:32.971,\N,\N,dev,2024-06-12
1603,175,65,24,17,13,1:32.991,\N,\N,dev,2024-06-12
1604,175,64,15,12,14,1:33.374,\N,\N,dev,2024-06-12
1605,175,70,3,5,15,1:33.549,\N,\N,dev,2024-06-12
1606,175,55,15,11,16,1:33.910,\N,\N,dev,2024-06-12
1607,175,68,21,15,17,1:34.182,\N,\N,dev,2024-06-12
1608,175,37,21,14,18,1:34.244,\N,\N,dev,2024-06-12
1609,175,41,16,23,19,1:34.412,\N,\N,dev,2024-06-12
1610,175,44,20,18,20,1:35.068,\N,\N,dev,2024-06-12
1611,175,69,18,20,21,1:35.316,\N,\N,dev,2024-06-12
1612,175,48,18,21,22,1:37.013,\N,\N,dev,2024-06-12
1613,176,57,1,1,1,1:16.568,\N,\N,dev,2024-06-12
1614,176,14,1,2,2,1:16.715,\N,\N,dev,2024-06-12
1615,176,22,24,16,3,1:17.305,\N,\N,dev,2024-06-12
1616,176,30,6,3,4,1:17.578,\N,\N,dev,2024-06-12
1617,176,21,22,9,5,1:17.810,\N,\N,dev,2024-06-12
1618,176,56,6,4,6,1:17.843,\N,\N,dev,2024-06-12
1619,176,71,17,7,7,1:17.884,\N,\N,dev,2024-06-12
1620,176,49,17,8,8,1:17.902,\N,\N,dev,2024-06-12
1621,176,25,22,10,9,1:18.334,\N,\N,dev,2024-06-12
1622,176,65,24,17,10,1:18.374,\N,\N,dev,2024-06-12
1623,176,23,3,6,11,1:18.506,\N,\N,dev,2024-06-12
1624,176,44,20,18,12,1:18.636,\N,\N,dev,2024-06-12
1625,176,15,20,19,13,1:18.684,\N,\N,dev,2024-06-12
1626,176,55,15,11,14,1:18.716,\N,\N,dev,2024-06-12
1627,176,64,15,12,15,1:19.194,\N,\N,dev,2024-06-12
1628,176,70,3,5,16,1:19.452,\N,\N,dev,2024-06-12
1629,176,72,18,20,17,1:20.016,\N,\N,dev,2024-06-12
1630,176,37,21,14,18,1:20.075,\N,\N,dev,2024-06-12
1631,176,68,21,15,19,1:20.096,\N,\N,dev,2024-06-12
1632,176,48,18,21,20,1:20.710,\N,\N,dev,2024-06-12
1633,176,35,16,22,21,\N,\N,\N,dev,2024-06-12
1634,177,57,1,1,1,1:26.362,\N,\N,dev,2024-06-12
1635,177,14,1,2,2,1:26.384,\N,\N,dev,2024-06-12
1636,177,30,6,3,3,1:26.538,\N,\N,dev,2024-06-12
1637,177,56,6,4,4,1:26.993,\N,\N,dev,2024-06-12
1638,177,35,16,22,5,1:27.313,\N,\N,dev,2024-06-12
1639,177,22,24,16,6,1:27.409,\N,\N,dev,2024-06-12
1640,177,49,17,8,7,1:27.613,\N,\N,dev,2024-06-12
1641,177,71,17,7,8,1:27.708,\N,\N,dev,2024-06-12
1642,177,23,3,6,9,1:27.770,\N,\N,dev,2024-06-12
1643,177,70,3,5,10,1:28.142,\N,\N,dev,2024-06-12
1644,177,44,20,18,11,1:28.205,\N,\N,dev,2024-06-12
1645,177,65,24,17,12,1:28.246,\N,\N,dev,2024-06-12
1646,177,55,15,11,13,1:28.253,\N,\N,dev,2024-06-12
1647,177,15,20,19,14,1:28.403,\N,\N,dev,2024-06-12
1648,177,64,15,12,15,1:28.599,\N,\N,dev,2024-06-12
1649,177,21,22,9,16,1:28.750,\N,\N,dev,2024-06-12
1650,177,25,22,10,17,1:28.765,\N,\N,dev,2024-06-12
1651,177,37,21,14,18,1:29.293,\N,\N,dev,2024-06-12
1652,177,63,16,23,19,1:29.451,\N,\N,dev,2024-06-12
1653,177,68,21,15,20,1:29.656,\N,\N,dev,2024-06-12
1654,177,48,18,21,21,1:30.035,\N,\N,dev,2024-06-12
1655,177,69,18,22,22,1:30.945,\N,\N,dev,2024-06-12
1656,191,57,1,8,1,1:30.010,\N,\N,dev,2024-06-12
1657,191,14,1,7,2,1:30.053,\N,\N,dev,2024-06-12
1658,191,30,6,3,3,1:30.767,\N,\N,dev,2024-06-12
1659,191,35,3,1,4,1:30.919,\N,\N,dev,2024-06-12
1660,191,65,15,15,5,1:31.384,\N,\N,dev,2024-06-12
1661,191,49,3,2,6,1:31.397,\N,\N,dev,2024-06-12
1662,191,21,22,5,7,1:31.733,\N,\N,dev,2024-06-12
1663,191,56,6,4,8,1:31.767,\N,\N,dev,2024-06-12
1664,191,23,17,10,9,1:32.392,\N,\N,dev,2024-06-12
1665,191,71,17,9,10,1:32.399,\N,\N,dev,2024-06-12
1666,191,25,22,6,11,1:32.726,\N,\N,dev,2024-06-12
1667,191,55,15,14,12,1:33.240,\N,\N,dev,2024-06-12
1668,191,68,25,20,13,1:33.291,\N,\N,dev,2024-06-12
1669,191,22,24,18,14,1:33.383,\N,\N,dev,2024-06-12
1670,191,15,20,12,15,1:33.739,\N,\N,dev,2024-06-12
1671,191,63,21,17,16,1:33.927,\N,\N,dev,2024-06-12
1672,191,74,18,23,17,1:34.646,\N,\N,dev,2024-06-12
1673,191,76,24,19,18,1:34.906,\N,\N,dev,2024-06-12
1674,191,73,25,20,19,1:35.119,\N,\N,dev,2024-06-12
1675,191,64,21,16,20,1:35.140,\N,\N,dev,2024-06-12
1676,191,44,20,14,21,1:35.215,\N,\N,dev,2024-06-12
1677,191,75,18,22,22,1:35.301,\N,\N,dev,2024-06-12
1678,192,57,1,8,1,1:17.092,\N,\N,dev,2024-06-12
1679,192,14,1,7,2,1:17.757,\N,\N,dev,2024-06-12
1680,192,49,3,2,3,1:18.109,\N,\N,dev,2024-06-12
1681,192,30,6,3,4,1:18.250,\N,\N,dev,2024-06-12
1682,192,25,22,6,5,1:18.261,\N,\N,dev,2024-06-12
1683,192,56,6,4,6,1:18.449,\N,\N,dev,2024-06-12
1684,192,21,22,5,7,1:18.652,\N,\N,dev,2024-06-12
1685,192,23,17,10,8,1:18.735,\N,\N,dev,2024-06-12
1686,192,44,20,14,9,1:18.753,\N,\N,dev,2024-06-12
1687,192,35,3,1,10,1:18.761,\N,\N,dev,2024-06-12
1688,192,71,17,9,11,1:18.988,\N,\N,dev,2024-06-12
1689,192,15,20,12,12,1:19.069,\N,\N,dev,2024-06-12
1690,192,22,24,18,13,1:19.344,\N,\N,dev,2024-06-12
1691,192,65,15,15,14,1:19.375,\N,\N,dev,2024-06-12
1692,192,55,15,14,15,1:19.449,\N,\N,dev,2024-06-12
1693,192,76,24,19,16,1:19.644,\N,\N,dev,2024-06-12
1694,192,68,25,21,17,1:20.203,\N,\N,dev,2024-06-12
1695,192,75,18,22,18,1:20.390,\N,\N,dev,2024-06-12
1696,192,74,18,23,19,1:20.459,\N,\N,dev,2024-06-12
1697,192,63,21,17,20,1:20.481,\N,\N,dev,2024-06-12
1698,192,73,25,20,21,1:20.748,\N,\N,dev,2024-06-12
1699,192,64,21,16,22,1:20.847,\N,\N,dev,2024-06-12
1700,193,14,1,7,1,1:25.852,\N,\N,dev,2024-06-12
1701,193,30,6,3,2,1:26.251,\N,\N,dev,2024-06-12
1702,193,57,1,8,3,1:26.632,\N,\N,dev,2024-06-12
1703,193,56,6,4,4,1:26.780,\N,\N,dev,2024-06-12
1704,193,23,17,10,5,1:26.827,\N,\N,dev,2024-06-12
1705,193,49,3,2,6,1:26.876,\N,\N,dev,2024-06-12
1706,193,35,3,1,7,1:26.941,\N,\N,dev,2024-06-12
1707,193,25,22,6,8,1:27.198,\N,\N,dev,2024-06-12
1708,193,71,17,9,9,1:27.483,\N,\N,dev,2024-06-12
1709,193,21,22,5,10,1:27.836,\N,\N,dev,2024-06-12
1710,193,55,15,14,11,1:27.839,\N,\N,dev,2024-06-12
1711,193,65,15,15,12,1:28.016,\N,\N,dev,2024-06-12
1712,193,68,25,18,13,1:28.811,\N,\N,dev,2024-06-12
1713,193,22,24,18,14,1:29.249,\N,\N,dev,2024-06-12
1714,193,44,20,11,15,1:29.320,\N,\N,dev,2024-06-12
1715,193,15,20,12,16,1:29.352,\N,\N,dev,2024-06-12
1716,193,63,21,17,17,1:29.617,\N,\N,dev,2024-06-12
1717,193,64,21,16,18,1:29.617,\N,\N,dev,2024-06-12
1718,193,75,18,22,19,1:30.054,\N,\N,dev,2024-06-12
1719,193,74,18,23,20,1:30.158,\N,\N,dev,2024-06-12
1720,193,73,25,20,21,1:30.437,\N,\N,dev,2024-06-12
1721,193,76,24,19,22,1:31.178,\N,\N,dev,2024-06-12
1722,199,57,1,8,1,1:23.271,\N,\N,dev,2024-06-12
1723,199,30,6,3,2,1:23.720,\N,\N,dev,2024-06-12
1724,199,35,3,1,3,1:24.102,\N,\N,dev,2024-06-12
1725,199,14,1,7,4,1:24.310,\N,\N,dev,2024-06-12
1726,199,56,6,4,5,1:24.436,\N,\N,dev,2024-06-12
1727,199,49,3,2,6,1:24.442,\N,\N,dev,2024-06-12
1728,199,71,17,9,7,1:24.542,\N,\N,dev,2024-06-12
1729,199,55,15,14,8,1:25.081,\N,\N,dev,2024-06-12
1730,199,65,15,15,9,1:25.084,\N,\N,dev,2024-06-12
1731,199,21,22,5,10,1:25.654,\N,\N,dev,2024-06-12
1732,199,25,22,6,11,1:25.760,\N,\N,dev,2024-06-12
1733,199,64,21,16,12,1:26.376,\N,\N,dev,2024-06-12
1734,199,63,21,17,13,1:26.487,\N,\N,dev,2024-06-12
1735,199,15,20,12,14,1:26.808,\N,\N,dev,2024-06-12
1736,199,50,24,19,15,1:26.948,\N,\N,dev,2024-06-12
1737,199,22,24,18,16,1:26.990,\N,\N,dev,2024-06-12
1738,199,68,25,21,17,1:27.061,\N,\N,dev,2024-06-12
1739,199,74,18,23,18,1:28.051,\N,\N,dev,2024-06-12
1740,199,75,18,22,19,1:28.123,\N,\N,dev,2024-06-12
1741,199,73,25,20,20,1:28.608,\N,\N,dev,2024-06-12
1742,199,23,17,9,21,\N,\N,\N,dev,2024-06-12
1743,199,44,20,11,22,\N,\N,\N,dev,2024-06-12
1744,200,21,22,5,1,1:29.598,\N,\N,dev,2024-06-12
1745,200,55,15,14,2,1:30.317,\N,\N,dev,2024-06-12
1746,200,57,1,8,3,1:30.517,\N,\N,dev,2024-06-12
1747,200,30,6,3,4,1:30.551,\N,\N,dev,2024-06-12
1748,200,22,24,18,5,1:31.005,\N,\N,dev,2024-06-12
1749,200,63,21,17,6,1:31.028,\N,\N,dev,2024-06-12
1750,200,49,3,2,7,1:31.515,\N,\N,dev,2024-06-12
1751,200,56,6,4,8,1:31.651,\N,\N,dev,2024-06-12
1752,200,23,17,10,9,1:31.917,\N,\N,dev,2024-06-12
1753,200,44,20,11,10,1:32.081,\N,\N,dev,2024-06-12
1754,200,35,3,1,11,1:32.083,\N,\N,dev,2024-06-12
1755,200,50,24,19,12,1:32.099,\N,\N,dev,2024-06-12
1756,200,64,21,16,13,1:32.206,\N,\N,dev,2024-06-12
1757,200,14,1,7,14,1:32.399,\N,\N,dev,2024-06-12
1758,200,71,17,9,15,1:32.718,\N,\N,dev,2024-06-12
1759,200,15,20,12,16,1:32.906,\N,\N,dev,2024-06-12
1760,200,25,22,6,17,1:33.185,\N,\N,dev,2024-06-12
1761,200,65,15,15,18,1:33.205,\N,\N,dev,2024-06-12
1762,200,74,18,23,19,1:33.399,\N,\N,dev,2024-06-12
1763,200,68,25,21,20,1:34.090,\N,\N,dev,2024-06-12
1764,200,75,18,22,21,1:34.536,\N,\N,dev,2024-06-12
1765,200,73,25,20,22,1:34.910,\N,\N,dev,2024-06-12
1766,201,57,1,8,1,1:41.838,\N,\N,dev,2024-06-12
1767,201,14,1,7,2,1:42.347,\N,\N,dev,2024-06-12
1768,201,35,3,1,3,1:42.365,\N,\N,dev,2024-06-12
1769,201,23,17,10,4,1:42.994,\N,\N,dev,2024-06-12
1770,201,71,17,9,5,1:43.183,\N,\N,dev,2024-06-12
1771,201,56,6,4,6,1:43.270,\N,\N,dev,2024-06-12
1772,201,25,22,6,7,1:43.341,\N,\N,dev,2024-06-12
1773,201,21,22,5,8,1:43.369,\N,\N,dev,2024-06-12
1774,201,30,6,3,9,1:43.459,\N,\N,dev,2024-06-12
1775,201,49,3,2,10,1:43.467,\N,\N,dev,2024-06-12
1776,201,55,15,14,11,1:43.663,\N,\N,dev,2024-06-12
1777,201,65,15,15,12,1:44.599,\N,\N,dev,2024-06-12
1778,201,22,24,16,13,1:44.776,\N,\N,dev,2024-06-12
1779,201,15,20,12,14,1:44.844,\N,\N,dev,2024-06-12
1780,201,68,25,21,15,1:44.961,\N,\N,dev,2024-06-12
1781,201,44,20,11,16,1:45.197,\N,\N,dev,2024-06-12
1782,201,63,21,17,17,1:45.276,\N,\N,dev,2024-06-12
1783,201,64,21,16,18,1:45.588,\N,\N,dev,2024-06-12
1784,201,50,24,19,19,1:45.623,\N,\N,dev,2024-06-12
1785,201,75,18,22,20,1:46.713,\N,\N,dev,2024-06-12
1786,201,74,18,23,21,1:47.265,\N,\N,dev,2024-06-12
1787,203,57,1,8,1,1:48.682,\N,\N,dev,2024-06-12
1788,203,14,1,7,2,1:48.845,\N,\N,dev,2024-06-12
1789,203,71,17,9,3,1:49.728,\N,\N,dev,2024-06-12
1790,203,30,6,3,4,1:50.027,\N,\N,dev,2024-06-12
1791,203,56,6,4,5,1:50.189,\N,\N,dev,2024-06-12
1792,203,35,3,1,6,1:50.204,\N,\N,dev,2024-06-12
1793,203,21,22,5,7,1:50.462,\N,\N,dev,2024-06-12
1794,203,23,17,10,8,1:50.501,\N,\N,dev,2024-06-12
1795,203,49,3,2,9,1:50.686,\N,\N,dev,2024-06-12
1796,203,55,15,14,10,1:51.189,\N,\N,dev,2024-06-12
1797,203,25,22,6,11,1:51.648,\N,\N,dev,2024-06-12
1798,203,65,15,15,12,1:51.851,\N,\N,dev,2024-06-12
1799,203,15,20,12,13,1:52.572,\N,\N,dev,2024-06-12
1800,203,22,24,18,14,1:52.670,\N,\N,dev,2024-06-12
1801,203,44,20,11,15,1:52.784,\N,\N,dev,2024-06-12
1802,203,64,21,16,16,1:53.037,\N,\N,dev,2024-06-12
1803,203,50,24,19,17,1:53.149,\N,\N,dev,2024-06-12
1804,203,63,21,17,18,1:53.207,\N,\N,dev,2024-06-12
1805,203,68,25,21,19,1:53.237,\N,\N,dev,2024-06-12
1806,203,73,25,20,20,1:54.850,\N,\N,dev,2024-06-12
1807,203,75,18,22,21,1:55.084,\N,\N,dev,2024-06-12
1808,203,74,18,23,22,1:55.520,\N,\N,dev,2024-06-12
1809,207,35,3,3,1,1:29.369,\N,\N,dev,2024-06-12
1810,207,49,3,4,2,1:31.123,\N,\N,dev,2024-06-12
1811,207,30,6,5,3,1:31.472,\N,\N,dev,2024-06-12
1812,207,14,1,10,4,1:31.531,\N,\N,dev,2024-06-12
1813,207,56,6,6,5,1:31.881,\N,\N,dev,2024-06-12
1814,207,57,1,9,6,1:31.971,\N,\N,dev,2024-06-12
1815,207,65,15,16,7,1:32.287,\N,\N,dev,2024-06-12
1816,207,55,22,7,8,1:32.593,\N,\N,dev,2024-06-12
1817,207,44,20,14,9,1:32.842,\N,\N,dev,2024-06-12
1818,207,77,22,8,10,1:32.870,\N,\N,dev,2024-06-12
1819,207,22,24,22,11,1:33.075,\N,\N,dev,2024-06-12
1820,207,23,17,11,12,1:33.130,\N,\N,dev,2024-06-12
1821,207,78,15,17,13,1:33.327,\N,\N,dev,2024-06-12
1822,207,21,17,12,14,1:33.552,\N,\N,dev,2024-06-12
1823,207,79,18,20,15,1:33.798,\N,\N,dev,2024-06-12
1824,207,75,20,15,16,1:33.989,\N,\N,dev,2024-06-12
1825,207,15,18,21,17,1:34.120,\N,\N,dev,2024-06-12
1826,207,63,25,19,18,1:34.229,\N,\N,dev,2024-06-12
1827,207,76,24,23,19,1:34.623,\N,\N,dev,2024-06-12
