qualify_id,race_id,driver_id,constructor_id,number,position,q1,q2,q3,data_source,ingestion_date
1,18,1,1,22,1,1:26.572,1:25.187,1:26.714,dev,2024-06-12
2,18,9,2,4,2,1:26.103,1:25.315,1:26.869,dev,2024-06-12
3,18,5,1,23,3,1:25.664,1:25.452,1:27.079,dev,2024-06-12
4,18,13,6,2,4,1:25.994,1:25.691,1:27.178,dev,2024-06-12
5,18,2,2,3,5,1:25.960,1:25.518,1:27.236,dev,2024-06-12
6,18,15,7,11,6,1:26.427,1:26.101,1:28.527,dev,2024-06-12
7,18,3,3,7,7,1:26.295,1:26.059,1:28.687,dev,2024-06-12
8,18,14,9,9,8,1:26.381,1:26.063,1:29.041,dev,2024-06-12
9,18,10,7,12,9,1:26.919,1:26.164,1:29.593,dev,2024-06-12
10,18,20,5,15,10,1:26.702,1:25.842,\N,dev,2024-06-12
11,18,22,11,17,11,1:26.369,1:26.173,\N,dev,2024-06-12
12,18,4,4,5,12,1:26.907,1:26.188,\N,dev,2024-06-12
13,18,18,11,16,13,1:26.712,1:26.259,\N,dev,2024-06-12
14,18,6,3,8,14,1:26.891,1:26.413,\N,dev,2024-06-12
15,18,17,9,10,15,1:26.914,\N,\N,dev,2024-06-12
16,18,8,6,1,16,1:26.140,\N,\N,dev,2024-06-12
17,18,21,10,21,17,1:27.207,\N,\N,dev,2024-06-12
18,18,7,5,14,18,1:27.446,\N,\N,dev,2024-06-12
19,18,16,10,20,19,1:27.859,\N,\N,dev,2024-06-12
20,18,11,8,18,20,1:28.208,\N,\N,dev,2024-06-12
21,18,12,4,6,21,1:28.330,\N,\N,dev,2024-06-12
22,18,19,8,19,22,1:29.059,\N,\N,dev,2024-06-12
23,19,13,6,2,1,1:35.347,1:34.412,1:35.748,dev,2024-06-12
24,19,8,6,1,2,1:35.645,1:34.188,1:36.230,dev,2024-06-12
25,19,5,1,23,3,1:35.227,1:34.759,1:36.613,dev,2024-06-12
26,19,1,1,22,4,1:35.392,1:34.627,1:36.709,dev,2024-06-12
27,19,15,7,11,5,1:35.205,1:34.960,1:36.711,dev,2024-06-12
28,19,9,2,4,6,1:35.794,1:34.811,1:36.727,dev,2024-06-12
29,19,2,2,3,7,1:35.729,1:34.648,1:36.753,dev,2024-06-12
30,19,17,9,10,8,1:35.440,1:34.967,1:37.009,dev,2024-06-12
31,19,4,4,5,9,1:35.983,1:35.140,1:38.450,dev,2024-06-12
32,19,10,7,12,10,1:35.891,1:35.000,1:39.656,dev,2024-06-12
33,19,18,11,16,11,1:35.847,1:35.208,\N,dev,2024-06-12
34,19,14,9,9,12,1:36.058,1:35.408,\N,dev,2024-06-12
35,19,12,4,6,13,1:36.074,1:35.562,\N,dev,2024-06-12
36,19,22,11,17,14,1:36.198,1:35.622,\N,dev,2024-06-12
37,19,20,5,15,15,1:36.111,1:35.648,\N,dev,2024-06-12
38,19,3,3,7,16,1:35.843,1:35.670,\N,dev,2024-06-12
39,19,21,10,21,17,1:36.240,\N,\N,dev,2024-06-12
40,19,6,3,8,18,1:36.388,\N,\N,dev,2024-06-12
41,19,7,5,14,19,1:36.677,\N,\N,dev,2024-06-12
42,19,11,8,18,20,1:37.087,\N,\N,dev,2024-06-12
43,19,16,10,20,21,1:37.101,\N,\N,dev,2024-06-12
44,19,19,8,19,22,1:37.481,\N,\N,dev,2024-06-12
45,20,9,2,4,1,1:32.893,1:31.745,1:33.096,dev,2024-06-12
46,20,13,6,2,2,1:31.937,1:31.188,1:33.123,dev,2024-06-12
47,20,1,1,22,3,1:32.750,1:31.922,1:33.292,dev,2024-06-12
48,20,8,6,1,4,1:32.652,1:31.933,1:33.418,dev,2024-06-12
49,20,5,1,23,5,1:33.057,1:31.718,1:33.488,dev,2024-06-12
50,20,2,2,3,6,1:33.137,1:31.909,1:33.737,dev,2024-06-12
51,20,15,7,11,7,1:32.493,1:32.159,1:33.994,dev,2024-06-12
52,20,3,3,7,8,1:32.903,1:32.185,1:34.015,dev,2024-06-12
53,20,18,11,16,9,1:32.793,1:32.362,1:35.057,dev,2024-06-12
54,20,4,4,5,10,1:32.947,1:32.345,1:35.115,dev,2024-06-12
55,20,17,9,10,11,1:33.194,1:32.371,\N,dev,2024-06-12
56,20,22,11,17,12,1:32.944,1:32.508,\N,dev,2024-06-12
57,20,10,7,12,13,1:32.800,1:32.528,\N,dev,2024-06-12
58,20,12,4,6,14,1:32.975,1:32.790,\N,dev,2024-06-12
59,20,7,5,14,15,1:33.415,1:32.915,\N,dev,2024-06-12
60,20,6,3,8,16,1:33.386,1:32.943,\N,dev,2024-06-12
61,20,14,9,9,17,1:33.433,\N,\N,dev,2024-06-12
62,20,21,10,21,18,1:33.501,\N,\N,dev,2024-06-12
63,20,20,5,15,19,1:33.562,\N,\N,dev,2024-06-12
64,20,16,10,20,20,1:33.845,\N,\N,dev,2024-06-12
65,20,19,8,19,21,1:34.140,\N,\N,dev,2024-06-12
66,20,11,8,18,22,1:35.725,\N,\N,dev,2024-06-12
67,21,8,6,1,1,1:20.701,1:20.784,1:21.813,dev,2024-06-12
68,21,4,4,5,2,1:21.347,1:20.804,1:21.904,dev,2024-06-12
69,21,13,6,2,3,1:21.528,1:20.584,1:22.058,dev,2024-06-12
70,21,9,2,4,4,1:21.423,1:20.597,1:22.065,dev,2024-06-12
71,21,1,1,22,5,1:21.366,1:20.825,1:22.096,dev,2024-06-12
72,21,5,1,23,6,1:21.430,1:20.817,1:22.231,dev,2024-06-12
73,21,17,9,10,7,1:21.494,1:20.984,1:22.429,dev,2024-06-12
74,21,15,7,11,8,1:21.158,1:20.907,1:22.529,dev,2024-06-12
75,21,2,2,3,9,1:21.466,1:20.815,1:22.542,dev,2024-06-12
76,21,12,4,6,10,1:21.409,1:20.894,1:22.699,dev,2024-06-12
77,21,22,11,17,11,1:21.548,1:21.049,\N,dev,2024-06-12
78,21,6,3,8,12,1:21.690,1:21.117,\N,dev,2024-06-12
79,21,18,11,16,13,1:21.757,1:21.211,\N,dev,2024-06-12
80,21,10,7,12,14,1:21.427,1:21.230,\N,dev,2024-06-12
81,21,3,3,7,15,1:21.472,1:21.349,\N,dev,2024-06-12
82,21,7,5,14,16,1:21.540,1:21.724,\N,dev,2024-06-12
83,21,14,9,9,17,1:21.810,\N,\N,dev,2024-06-12
84,21,20,5,15,18,1:22.108,\N,\N,dev,2024-06-12
85,21,21,10,21,19,1:22.516,\N,\N,dev,2024-06-12
86,21,16,10,20,20,1:23.224,\N,\N,dev,2024-06-12
87,21,19,8,19,21,1:23.318,\N,\N,dev,2024-06-12
88,21,11,8,18,22,1:23.496,\N,\N,dev,2024-06-12
89,22,13,6,2,1,1:25.994,1:26.192,1:27.617,dev,2024-06-12
90,22,5,1,23,2,1:26.736,1:26.290,1:27.808,dev,2024-06-12
91,22,1,1,22,3,1:26.192,1:26.477,1:27.923,dev,2024-06-12
92,22,8,6,1,4,1:26.457,1:26.050,1:27.936,dev,2024-06-12
93,22,9,2,4,5,1:26.761,1:26.129,1:28.390,dev,2024-06-12
94,22,17,9,10,6,1:26.773,1:26.466,1:28.417,dev,2024-06-12
95,22,4,4,5,7,1:26.836,1:26.522,1:28.422,dev,2024-06-12
96,22,15,7,11,8,1:26.695,1:26.822,1:28.836,dev,2024-06-12
97,22,2,2,3,9,1:27.107,1:27.607,1:28.882,dev,2024-06-12
98,22,14,9,9,10,1:26.939,1:26.520,1:29.959,dev,2024-06-12
99,22,3,3,7,11,1:27.367,1:27.012,\N,dev,2024-06-12
100,22,22,11,17,12,1:27.355,1:27.219,\N,dev,2024-06-12
101,22,18,11,16,13,1:27.428,1:27.298,\N,dev,2024-06-12
102,22,20,5,15,14,1:27.442,1:27.412,\N,dev,2024-06-12
103,22,10,7,12,15,1:26.614,1:27.806,\N,dev,2024-06-12
104,22,6,3,8,16,1:27.547,\N,\N,dev,2024-06-12
105,22,12,4,6,17,1:27.568,\N,\N,dev,2024-06-12
106,22,7,5,14,18,1:27.621,\N,\N,dev,2024-06-12
107,22,21,10,21,19,1:27.807,\N,\N,dev,2024-06-12
108,22,16,10,20,20,1:28.325,\N,\N,dev,2024-06-12
109,23,13,6,2,1,1:15.190,1:15.110,1:15.787,dev,2024-06-12
110,23,8,6,1,2,1:15.717,1:15.404,1:15.815,dev,2024-06-12
111,23,1,1,22,3,1:15.582,1:15.322,1:15.839,dev,2024-06-12
112,23,5,1,23,4,1:15.295,1:15.389,1:16.165,dev,2024-06-12
113,23,9,2,4,5,1:15.977,1:15.483,1:16.171,dev,2024-06-12
114,23,3,3,7,6,1:15.935,1:15.287,1:16.548,dev,2024-06-12
115,23,4,4,5,7,1:16.646,1:15.827,1:16.852,dev,2024-06-12
116,23,15,7,11,8,1:16.306,1:15.598,1:17.203,dev,2024-06-12
117,23,17,9,10,9,1:16.074,1:15.745,1:17.343,dev,2024-06-12
118,23,14,9,9,10,1:16.086,1:15.839,\N,dev,2024-06-12
119,23,10,7,12,11,1:16.285,1:15.907,\N,dev,2024-06-12
120,23,18,11,16,12,1:16.259,1:16.101,\N,dev,2024-06-12
121,23,2,2,3,13,1:16.650,1:16.455,\N,dev,2024-06-12
122,23,6,3,8,14,1:16.756,1:16.479,\N,dev,2024-06-12
123,23,22,11,17,15,1:16.208,1:16.537,\N,dev,2024-06-12
124,23,7,5,14,16,1:16.806,\N,\N,dev,2024-06-12
125,23,12,4,6,17,1:16.933,\N,\N,dev,2024-06-12
126,23,20,5,15,18,1:16.955,\N,\N,dev,2024-06-12
127,23,16,10,20,19,1:17.225,\N,\N,dev,2024-06-12
128,23,21,10,21,20,1:17.823,\N,\N,dev,2024-06-12
129,24,1,1,22,1,1:16.909,1:17.034,1:17.886,dev,2024-06-12
130,24,9,2,4,2,1:17.471,1:17.679,1:18.498,dev,2024-06-12
131,24,8,6,1,3,1:17.301,1:17.364,1:18.735,dev,2024-06-12
132,24,4,4,5,4,1:17.415,1:17.488,1:18.746,dev,2024-06-12
133,24,3,3,7,5,1:17.991,1:17.891,1:18.844,dev,2024-06-12
134,24,13,6,2,6,1:17.231,1:17.353,1:19.048,dev,2024-06-12
135,24,5,1,23,7,1:17.287,1:17.684,1:19.089,dev,2024-06-12
136,24,2,2,3,8,1:18.082,1:17.781,1:19.633,dev,2024-06-12
137,24,22,11,17,9,1:18.256,1:18.020,1:20.848,dev,2024-06-12
138,24,17,9,10,10,1:17.582,1:17.523,\N,dev,2024-06-12
139,24,10,7,12,11,1:18.321,1:18.031,\N,dev,2024-06-12
140,24,6,3,8,12,1:17.638,1:18.062,\N,dev,2024-06-12
141,24,14,9,9,13,1:18.168,1:18.238,\N,dev,2024-06-12
142,24,15,7,11,14,1:18.039,1:18.327,\N,dev,2024-06-12
143,24,12,4,6,15,1:18.505,1:18.393,\N,dev,2024-06-12
144,24,7,5,14,16,1:18.916,\N,\N,dev,2024-06-12
145,24,16,10,20,17,1:19.108,\N,\N,dev,2024-06-12
146,24,21,10,21,18,1:19.165,\N,\N,dev,2024-06-12
147,24,18,11,16,19,1:23.565,\N,\N,dev,2024-06-12
148,24,20,5,15,20,\N,\N,\N,dev,2024-06-12
149,25,8,6,1,1,1:15.133,1:15.161,1:16.449,dev,2024-06-12
150,25,13,6,2,2,1:15.024,1:15.041,1:16.490,dev,2024-06-12
151,25,1,1,22,3,1:15.634,1:15.293,1:16.693,dev,2024-06-12
152,25,4,4,5,4,1:15.754,1:15.483,1:16.840,dev,2024-06-12
153,25,15,7,11,5,1:15.521,1:15.362,1:16.920,dev,2024-06-12
154,25,5,1,23,6,1:15.965,1:15.639,1:16.944,dev,2024-06-12
155,25,9,2,4,7,1:15.687,1:15.723,1:17.037,dev,2024-06-12
156,25,17,9,10,8,1:16.020,1:15.488,1:17.233,dev,2024-06-12
157,25,14,9,9,9,1:15.802,1:15.654,1:17.426,dev,2024-06-12
158,25,10,7,12,10,1:15.727,1:15.558,1:17.596,dev,2024-06-12
159,25,12,4,6,11,1:15.848,1:15.770,\N,dev,2024-06-12
160,25,2,2,3,12,1:16.006,1:15.786,\N,dev,2024-06-12
161,25,20,5,15,13,1:15.918,1:15.816,\N,dev,2024-06-12
162,25,7,5,14,14,1:16.072,1:16.045,\N,dev,2024-06-12
163,25,3,3,7,15,1:16.085,1:16.235,\N,dev,2024-06-12
164,25,6,3,8,16,1:16.243,\N,\N,dev,2024-06-12
165,25,18,11,16,17,1:16.306,\N,\N,dev,2024-06-12
166,25,22,11,17,18,1:16.330,\N,\N,dev,2024-06-12
167,25,21,10,21,19,1:16.971,\N,\N,dev,2024-06-12
168,25,16,10,20,20,1:17.053,\N,\N,dev,2024-06-12
169,26,5,1,23,1,1:19.957,1:19.597,1:21.049,dev,2024-06-12
170,26,17,9,10,2,1:20.982,1:19.710,1:21.554,dev,2024-06-12
171,26,8,6,1,3,1:20.370,1:19.971,1:21.706,dev,2024-06-12
172,26,1,1,22,4,1:20.288,1:19.537,1:21.835,dev,2024-06-12
173,26,2,2,3,5,1:21.022,1:19.802,1:21.873,dev,2024-06-12
174,26,4,4,5,6,1:20.998,1:19.992,1:22.029,dev,2024-06-12
175,26,12,4,6,7,1:20.818,1:20.115,1:22.491,dev,2024-06-12
176,26,20,5,15,8,1:20.318,1:20.109,1:23.251,dev,2024-06-12
177,26,13,6,2,9,1:20.676,1:20.086,1:23.305,dev,2024-06-12
178,26,9,2,4,10,1:20.444,1:19.788,\N,dev,2024-06-12
179,26,14,9,9,11,1:21.224,1:20.174,\N,dev,2024-06-12
180,26,10,7,12,12,1:20.893,1:20.274,\N,dev,2024-06-12
181,26,7,5,14,13,1:20.584,1:20.531,\N,dev,2024-06-12
182,26,15,7,11,14,1:21.145,1:20.601,\N,dev,2024-06-12
183,26,6,3,8,15,1:21.407,1:21.112,\N,dev,2024-06-12
184,26,22,11,17,16,1:21.512,\N,\N,dev,2024-06-12
185,26,18,11,16,17,1:21.631,\N,\N,dev,2024-06-12
186,26,3,3,7,18,1:21.668,\N,\N,dev,2024-06-12
187,26,16,10,20,19,1:21.786,\N,\N,dev,2024-06-12
188,26,21,10,21,20,1:21.885,\N,\N,dev,2024-06-12
189,27,1,1,22,1,1:15.218,1:14.603,1:15.666,dev,2024-06-12
190,27,13,6,2,2,1:14.921,1:14.747,1:15.859,dev,2024-06-12
191,27,5,1,23,3,1:15.476,1:14.855,1:16.143,dev,2024-06-12
192,27,15,7,11,4,1:15.560,1:15.122,1:16.191,dev,2024-06-12
193,27,4,4,5,5,1:15.917,1:14.943,1:16.385,dev,2024-06-12
194,27,8,6,1,6,1:15.201,1:14.949,1:16.389,dev,2024-06-12
195,27,9,2,4,7,1:15.985,1:15.109,1:16.521,dev,2024-06-12
196,27,17,9,10,8,1:15.900,1:15.481,1:17.014,dev,2024-06-12
197,27,20,5,15,9,1:15.532,1:15.420,1:17.244,dev,2024-06-12
198,27,14,9,9,10,1:15.975,1:15.338,1:17.503,dev,2024-06-12
199,27,10,7,12,11,1:15.560,1:15.508,\N,dev,2024-06-12
200,27,2,2,3,12,1:15.596,1:15.581,\N,dev,2024-06-12
201,27,3,3,7,13,1:15.863,1:15.633,\N,dev,2024-06-12
202,27,18,11,16,14,1:15.993,1:15.701,\N,dev,2024-06-12
203,27,7,5,14,15,1:15.927,1:15.858,\N,dev,2024-06-12
204,27,6,3,8,16,1:16.083,\N,\N,dev,2024-06-12
205,27,12,4,6,17,1:16.189,\N,\N,dev,2024-06-12
206,27,22,11,17,18,1:16.246,\N,\N,dev,2024-06-12
207,27,16,10,20,19,1:16.657,\N,\N,dev,2024-06-12
208,27,21,10,21,20,1:16.963,\N,\N,dev,2024-06-12
209,28,1,1,22,1,1:19.376,1:19.473,1:20.899,dev,2024-06-12
210,28,5,1,23,2,1:19.945,1:19.480,1:21.140,dev,2024-06-12
211,28,13,6,2,3,1:19.578,1:19.068,1:21.191,dev,2024-06-12
212,28,9,2,4,4,1:20.053,1:19.776,1:21.281,dev,2024-06-12
213,28,10,7,12,5,1:19.980,1:19.246,1:21.326,dev,2024-06-12
214,28,8,6,1,6,1:20.006,1:19.546,1:21.516,dev,2024-06-12
215,28,4,4,5,7,1:20.229,1:19.816,1:21.698,dev,2024-06-12
216,28,17,9,10,8,1:20.073,1:20.046,1:21.732,dev,2024-06-12
217,28,15,7,11,9,1:19.942,1:19.486,1:21.767,dev,2024-06-12
218,28,12,4,6,10,1:20.583,1:20.131,1:22.371,dev,2024-06-12
219,28,20,5,15,11,1:20.157,1:20.144,\N,dev,2024-06-12
220,28,18,11,16,12,1:20.888,1:20.332,\N,dev,2024-06-12
221,28,14,9,9,13,1:20.505,1:20.502,\N,dev,2024-06-12
222,28,7,5,14,14,1:20.640,1:20.963,\N,dev,2024-06-12
223,28,3,3,7,15,1:20.748,\N,\N,dev,2024-06-12
224,28,2,2,3,16,1:21.045,\N,\N,dev,2024-06-12
225,28,6,3,8,17,1:21.085,\N,\N,dev,2024-06-12
226,28,22,11,17,18,1:21.332,\N,\N,dev,2024-06-12
227,28,21,10,21,19,1:21.670,\N,\N,dev,2024-06-12
228,28,16,10,20,20,1:22.113,\N,\N,dev,2024-06-12
229,29,13,6,2,1,1:38.176,1:37.859,1:38.989,dev,2024-06-12
230,29,1,1,22,2,1:38.464,1:37.954,1:39.199,dev,2024-06-12
231,29,9,2,4,3,1:38.347,1:38.050,1:39.392,dev,2024-06-12
232,29,8,6,1,4,1:38.703,1:38.229,1:39.488,dev,2024-06-12
233,29,5,1,23,5,1:38.656,1:38.120,1:39.937,dev,2024-06-12
234,29,20,5,15,6,1:38.141,1:37.842,1:40.142,dev,2024-06-12
235,29,15,7,11,7,1:37.948,1:37.928,1:40.309,dev,2024-06-12
236,29,2,2,3,8,1:38.738,1:37.859,1:40.631,dev,2024-06-12
237,29,3,3,7,9,1:38.595,1:38.336,1:40.721,dev,2024-06-12
238,29,7,5,14,10,1:38.622,1:38.417,1:40.750,dev,2024-06-12
239,29,6,3,8,11,1:38.667,1:38.428,\N,dev,2024-06-12
240,29,4,4,5,12,1:38.268,1:38.435,\N,dev,2024-06-12
241,29,10,7,12,13,1:38.532,1:38.499,\N,dev,2024-06-12
242,29,17,9,10,14,1:38.559,1:38.515,\N,dev,2024-06-12
243,29,12,4,6,15,1:38.787,1:38.744,\N,dev,2024-06-12
244,29,18,11,16,16,1:38.880,\N,\N,dev,2024-06-12
245,29,14,9,9,17,1:39.235,\N,\N,dev,2024-06-12
246,29,21,10,21,18,1:39.268,\N,\N,dev,2024-06-12
247,29,22,11,17,19,1:39.811,\N,\N,dev,2024-06-12
248,29,16,10,20,20,1:39.943,\N,\N,dev,2024-06-12
249,30,1,1,22,1,1:46.887,1:46.088,1:47.338,dev,2024-06-12
250,30,13,6,2,2,1:46.873,1:46.391,1:47.678,dev,2024-06-12
251,30,5,1,23,3,1:46.812,1:46.037,1:47.815,dev,2024-06-12
252,30,8,6,1,4,1:46.960,1:46.298,1:47.992,dev,2024-06-12
253,30,2,2,3,5,1:47.419,1:46.311,1:48.315,dev,2024-06-12
254,30,4,4,5,6,1:47.154,1:46.491,1:48.504,dev,2024-06-12
255,30,17,9,10,7,1:47.270,1:46.814,1:48.736,dev,2024-06-12
256,30,9,2,4,8,1:47.093,1:46.494,1:48.763,dev,2024-06-12
257,30,7,5,14,9,1:46.777,1:46.544,1:48.951,dev,2024-06-12
258,30,20,5,15,10,1:47.152,1:46.804,1:50.319,dev,2024-06-12
259,30,15,7,11,11,1:47.400,1:46.949,\N,dev,2024-06-12
260,30,12,4,6,12,1:47.052,1:46.965,\N,dev,2024-06-12
261,30,10,7,12,13,1:47.359,1:46.995,\N,dev,2024-06-12
262,30,14,9,9,14,1:47.132,1:47.018,\N,dev,2024-06-12
263,30,3,3,7,15,1:47.503,1:47.429,\N,dev,2024-06-12
264,30,22,11,17,16,1:48.153,\N,\N,dev,2024-06-12
265,30,18,11,16,17,1:48.211,\N,\N,dev,2024-06-12
266,30,16,10,20,18,1:48.226,\N,\N,dev,2024-06-12
267,30,6,3,8,19,1:48.268,\N,\N,dev,2024-06-12
268,30,21,10,21,20,1:48.447,\N,\N,dev,2024-06-12
269,31,20,5,15,1,1:35.464,1:35.837,1:37.555,dev,2024-06-12
270,31,5,1,23,2,1:35.214,1:35.843,1:37.631,dev,2024-06-12
271,31,17,9,10,3,1:36.001,1:36.306,1:38.117,dev,2024-06-12
272,31,7,5,14,4,1:35.543,1:36.175,1:38.445,dev,2024-06-12
273,31,3,3,7,5,1:35.485,1:35.898,1:38.767,dev,2024-06-12
274,31,13,6,2,6,1:35.536,1:36.676,1:38.894,dev,2024-06-12
275,31,15,7,11,7,1:35.906,1:36.008,1:39.152,dev,2024-06-12
276,31,4,4,5,8,1:36.297,1:36.518,1:39.751,dev,2024-06-12
277,31,10,7,12,9,1:35.737,1:36.525,1:39.787,dev,2024-06-12
278,31,2,2,3,10,1:35.709,1:36.626,1:39.906,dev,2024-06-12
279,31,9,2,4,11,1:35.553,1:36.697,\N,dev,2024-06-12
280,31,21,10,21,12,1:36.280,1:36.698,\N,dev,2024-06-12
281,31,14,9,9,13,1:36.485,1:37.284,\N,dev,2024-06-12
282,31,8,6,1,14,1:35.965,1:37.522,\N,dev,2024-06-12
283,31,1,1,22,15,1:35.394,1:39.265,\N,dev,2024-06-12
284,31,22,11,17,16,1:36.510,\N,\N,dev,2024-06-12
285,31,12,4,6,17,1:36.630,\N,\N,dev,2024-06-12
286,31,6,3,8,18,1:36.653,\N,\N,dev,2024-06-12
287,31,18,11,16,19,1:37.006,\N,\N,dev,2024-06-12
288,31,16,10,20,20,1:37.417,\N,\N,dev,2024-06-12
289,32,13,6,2,1,1:44.519,1:44.014,1:44.801,dev,2024-06-12
290,32,1,1,22,2,1:44.501,1:44.932,1:45.465,dev,2024-06-12
291,32,8,6,1,3,1:44.282,1:44.232,1:45.617,dev,2024-06-12
292,32,9,2,4,4,1:44.740,1:44.519,1:45.779,dev,2024-06-12
293,32,5,1,23,5,1:44.311,1:44.207,1:45.873,dev,2024-06-12
294,32,2,2,3,6,1:45.548,1:44.520,1:45.964,dev,2024-06-12
295,32,20,5,15,7,1:45.042,1:44.261,1:46.244,dev,2024-06-12
296,32,10,7,12,8,1:45.184,1:44.441,1:46.328,dev,2024-06-12
297,32,3,3,7,9,1:45.103,1:44.429,1:46.611,dev,2024-06-12
298,32,6,3,8,10,1:45.127,1:44.826,1:47.547,dev,2024-06-12
299,32,15,7,11,11,1:45.642,1:45.038,\N,dev,2024-06-12
300,32,18,11,16,12,1:45.660,1:45.133,\N,dev,2024-06-12
301,32,17,9,10,13,1:45.493,1:45.212,\N,dev,2024-06-12
302,32,14,9,9,14,1:46.028,1:45.298,\N,dev,2024-06-12
303,32,4,4,5,15,1:44.971,\N,\N,dev,2024-06-12
304,32,12,4,6,16,1:46.037,\N,\N,dev,2024-06-12
305,32,7,5,14,17,1:46.389,\N,\N,dev,2024-06-12
306,32,22,11,17,18,1:46.583,\N,\N,dev,2024-06-12
307,32,16,10,20,19,1:47.940,\N,\N,dev,2024-06-12
308,32,21,10,21,20,\N,\N,\N,dev,2024-06-12
309,33,1,1,22,1,1:18.071,1:17.462,1:18.404,dev,2024-06-12
310,33,8,6,1,2,1:18.160,1:17.733,1:18.644,dev,2024-06-12
311,33,5,1,23,3,1:18.220,1:17.360,1:18.821,dev,2024-06-12
312,33,4,4,5,4,1:18.290,1:17.871,1:18.852,dev,2024-06-12
313,33,13,6,2,5,1:18.110,1:17.287,1:18.874,dev,2024-06-12
314,33,9,2,4,6,1:18.684,1:17.931,1:18.979,dev,2024-06-12
315,33,15,7,11,7,1:18.501,1:17.541,1:19.026,dev,2024-06-12
316,33,10,7,12,8,1:17.945,1:17.670,1:19.118,dev,2024-06-12
317,33,20,5,15,9,1:18.559,1:17.714,1:19.638,dev,2024-06-12
318,33,7,5,14,10,1:18.593,1:18.102,1:20.167,dev,2024-06-12
319,33,14,9,9,11,1:18.303,1:18.187,\N,dev,2024-06-12
320,33,12,4,6,12,1:18.300,1:18.274,\N,dev,2024-06-12
321,33,17,9,10,13,1:18.372,1:18.354,\N,dev,2024-06-12
322,33,6,3,8,14,1:18.640,1:18.594,\N,dev,2024-06-12
323,33,3,3,7,15,1:18.740,1:18.672,\N,dev,2024-06-12
324,33,2,2,3,16,1:18.835,\N,\N,dev,2024-06-12
325,33,22,11,17,17,1:18.882,\N,\N,dev,2024-06-12
326,33,18,11,16,18,1:19.100,\N,\N,dev,2024-06-12
327,33,16,10,20,19,1:19.163,\N,\N,dev,2024-06-12
328,33,21,10,21,20,1:19.910,\N,\N,dev,2024-06-12
329,34,1,1,22,1,1:35.566,1:34.947,1:36.303,dev,2024-06-12
330,34,8,6,1,2,1:35.983,1:35.355,1:36.645,dev,2024-06-12
331,34,13,6,2,3,1:35.971,1:35.135,1:36.889,dev,2024-06-12
332,34,4,4,5,4,1:35.769,1:35.461,1:36.927,dev,2024-06-12
333,34,5,1,23,5,1:35.623,1:35.216,1:36.930,dev,2024-06-12
334,34,17,9,10,6,1:36.238,1:35.686,1:37.083,dev,2024-06-12
335,34,2,2,3,7,1:36.224,1:35.403,1:37.201,dev,2024-06-12
336,34,20,5,15,8,1:35.752,1:35.386,1:37.685,dev,2024-06-12
337,34,15,7,11,9,1:36.104,1:35.715,1:37.934,dev,2024-06-12
338,34,7,5,14,10,1:36.239,1:35.478,1:38.885,dev,2024-06-12
339,34,12,4,6,11,1:36.029,1:35.722,\N,dev,2024-06-12
340,34,9,2,4,12,1:36.503,1:35.814,\N,dev,2024-06-12
341,34,10,7,12,13,1:36.210,1:35.937,\N,dev,2024-06-12
342,34,22,11,17,14,1:36.640,1:36.079,\N,dev,2024-06-12
343,34,3,3,7,15,1:36.434,1:36.210,\N,dev,2024-06-12
344,34,14,9,9,16,1:36.731,\N,\N,dev,2024-06-12
345,34,6,3,8,17,1:36.863,\N,\N,dev,2024-06-12
346,34,18,11,16,18,1:37.053,\N,\N,dev,2024-06-12
347,34,16,10,20,19,1:37.730,\N,\N,dev,2024-06-12
348,34,21,10,21,20,1:37.739,\N,\N,dev,2024-06-12
349,35,13,6,2,1,1:11.830,1:11.875,1:12.368,dev,2024-06-12
350,35,15,7,11,2,1:12.226,1:12.107,1:12.737,dev,2024-06-12
351,35,8,6,1,3,1:12.083,1:11.950,1:12.825,dev,2024-06-12
352,35,1,1,22,4,1:12.213,1:11.856,1:12.830,dev,2024-06-12
353,35,5,1,23,5,1:12.366,1:11.768,1:12.917,dev,2024-06-12
354,35,4,4,5,6,1:12.214,1:12.090,1:12.967,dev,2024-06-12
355,35,20,5,15,7,1:12.390,1:11.845,1:13.082,dev,2024-06-12
356,35,2,2,3,8,1:12.371,1:12.026,1:13.297,dev,2024-06-12
357,35,7,5,14,9,1:12.498,1:12.075,1:14.105,dev,2024-06-12
358,35,10,7,12,10,1:12.223,1:11.909,1:14.230,dev,2024-06-12
359,35,12,4,6,11,1:12.348,1:12.137,\N,dev,2024-06-12
360,35,17,9,10,12,1:12.409,1:12.289,\N,dev,2024-06-12
361,35,9,2,4,13,1:12.381,1:12.300,\N,dev,2024-06-12
362,35,14,9,9,14,1:12.690,1:12.717,\N,dev,2024-06-12
363,35,22,11,17,15,1:12.548,1:13.139,\N,dev,2024-06-12
364,35,6,3,8,16,1:12.800,\N,\N,dev,2024-06-12
365,35,18,11,16,17,1:12.810,\N,\N,dev,2024-06-12
366,35,3,3,7,18,1:13.002,\N,\N,dev,2024-06-12
367,35,21,10,21,19,1:13.426,\N,\N,dev,2024-06-12
368,35,16,10,20,20,1:13.508,\N,\N,dev,2024-06-12
369,36,8,6,6,1,1:26.644,1:25.644,1:26.072,dev,2024-06-12
370,36,4,1,1,2,1:26.697,1:25.326,1:26.493,dev,2024-06-12
