result_id,race_id,driver_id,constructor_id,number,grid,position,position_text,position_order,points,laps,status,data_source,ingestion_date
24717,1023,317,4,99,19,17,17,positionOrder,0.0,51,+1 Lap,dev,2024-06-06
24715,1023,634,4,7,20,15,15,positionOrder,0.0,51,+1 Lap,dev,2024-06-06
24711,1023,305,5,10,7,11,11,positionOrder,0.0,52,Finished,dev,2024-06-06
24710,1023,436,5,26,16,10,10,positionOrder,1.0,52,Finished,dev,2024-06-06
24704,1023,456,75,16,8,4,4,positionOrder,12.0,52,Finished,dev,2024-06-06
24712,1023,805,75,5,11,12,12,positionOrder,0.0,52,Finished,dev,2024-06-06
24716,1023,334,85,8,13,16,16,positionOrder,0.0,51,+1 Lap,dev,2024-06-06
24720,1023,491,85,20,17,20,R,positionOrder,0.0,43,Retired,dev,2024-06-06
24709,1023,569,135,4,10,9,9,positionOrder,2.0,52,Finished,dev,2024-06-06
24713,1023,679,135,55,12,13,13,positionOrder,0.0,52,Finished,dev,2024-06-06
24703,1023,98,140,77,1,3,3,positionOrder,15.0,52,Finished,dev,2024-06-06
24702,1023,349,140,44,2,2,2,positionOrder,19.0,52,Finished,dev,2024-06-06
24707,1023,385,162,27,3,7,7,positionOrder,6.0,52,Finished,dev,2024-06-06
24706,1023,745,162,18,6,6,6,positionOrder,8.0,52,Finished,dev,2024-06-06
24705,1023,11,168,23,9,5,5,positionOrder,10.0,52,Finished,dev,2024-06-06
24701,1023,803,168,33,4,1,1,positionOrder,25.0,52,Finished,dev,2024-06-06
24708,1023,573,169,31,14,8,8,positionOrder,4.0,52,Finished,dev,2024-06-06
24714,1023,650,169,3,5,14,14,positionOrder,0.0,51,+1 Lap,dev,2024-06-06
24719,1023,450,210,6,18,19,19,positionOrder,0.0,51,+1 Lap,dev,2024-06-06
24718,1023,671,210,63,15,18,18,positionOrder,0.0,51,+1 Lap,dev,2024-06-06
20308,820,364,21,6,8,5,5,positionOrder,4.0,55,Finished,dev,2024-06-06
20313,820,434,21,5,7,10,10,positionOrder,0.0,55,Finished,dev,2024-06-06
20307,820,51,29,23,4,4,4,positionOrder,5.0,55,Finished,dev,2024-06-06
20306,820,133,29,22,5,3,3,positionOrder,6.0,55,Finished,dev,2024-06-06
20319,820,265,75,3,20,16,16,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
20315,820,634,75,4,11,12,12,positionOrder,0.0,55,Finished,dev,2024-06-06
20318,820,470,79,21,16,15,15,positionOrder,0.0,55,Finished,dev,2024-06-06
20320,820,752,79,20,17,17,17,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
20322,820,349,135,1,1,19,R,positionOrder,0.0,20,Brakes,dev,2024-06-06
20314,820,431,135,2,18,11,11,positionOrder,0.0,55,Finished,dev,2024-06-06
20304,820,805,168,15,2,1,1,positionOrder,10.0,55,Finished,dev,2024-06-06
20305,820,825,168,14,3,2,2,positionOrder,8.0,55,Finished,dev,2024-06-06
20317,820,17,169,7,15,14,14,positionOrder,0.0,55,Finished,dev,2024-06-06
20321,820,334,169,8,19,18,18,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
20323,820,14,199,11,14,20,R,positionOrder,0.0,18,Gearbox,dev,2024-06-06
20311,820,128,199,12,10,8,8,positionOrder,1.0,55,Finished,dev,2024-06-06
20309,820,429,200,10,12,6,6,positionOrder,3.0,55,Finished,dev,2024-06-06
20310,820,784,200,9,6,7,7,positionOrder,2.0,55,Finished,dev,2024-06-06
20316,820,550,210,17,13,13,13,positionOrder,0.0,55,Finished,dev,2024-06-06
20312,820,663,210,16,9,9,9,positionOrder,0.0,55,Finished,dev,2024-06-06
20762,839,17,75,8,3,7,7,positionOrder,6.0,55,Finished,dev,2024-06-06
20765,839,508,75,7,6,10,10,positionOrder,1.0,55,Finished,dev,2024-06-06
20779,839,470,79,15,16,24,R,positionOrder,0.0,0,Collision,dev,2024-06-06
20768,839,752,79,14,13,13,13,positionOrder,0.0,55,Finished,dev,2024-06-06
20774,839,712,89,21,23,19,19,positionOrder,0.0,53,+2 Laps,dev,2024-06-06
20775,839,426,89,20,24,20,20,positionOrder,0.0,53,+2 Laps,dev,2024-06-06
20772,839,431,113,19,20,17,17,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
20776,839,784,113,18,19,21,21,positionOrder,0.0,51,Rear wing,dev,2024-06-06
20758,839,133,135,1,4,3,3,positionOrder,15.0,55,Finished,dev,2024-06-06
20757,839,349,135,2,2,2,2,positionOrder,18.0,55,Finished,dev,2024-06-06
20778,839,705,140,3,8,23,R,positionOrder,0.0,0,Collision,dev,2024-06-06
20759,839,663,140,4,9,4,4,positionOrder,12.0,55,Finished,dev,2024-06-06
20756,839,805,168,5,1,1,1,positionOrder,25.0,55,Finished,dev,2024-06-06
20763,839,825,168,6,5,8,8,positionOrder,4.0,55,Finished,dev,2024-06-06
20760,839,434,169,11,11,5,5,positionOrder,10.0,55,Finished,dev,2024-06-06
20761,839,602,169,12,10,6,6,positionOrder,8.0,55,Finished,dev,2024-06-06
20766,839,364,171,22,14,11,11,positionOrder,0.0,55,Finished,dev,2024-06-06
20769,839,429,171,23,12,14,14,positionOrder,0.0,55,Finished,dev,2024-06-06
20764,839,14,199,17,17,9,9,positionOrder,2.0,55,Finished,dev,2024-06-06
20770,839,128,199,16,18,15,15,positionOrder,0.0,55,Finished,dev,2024-06-06
20777,839,319,207,24,21,22,R,positionOrder,0.0,43,Gearbox,dev,2024-06-06
20773,839,222,207,25,22,18,18,positionOrder,0.0,53,+2 Laps,dev,2024-06-06
20767,839,51,210,9,7,12,12,positionOrder,0.0,55,Finished,dev,2024-06-06
20771,839,385,210,10,15,16,16,positionOrder,0.0,55,Finished,dev,2024-06-06
21189,857,17,75,5,5,2,2,positionOrder,18.0,55,Finished,dev,2024-06-06
21192,857,508,75,6,6,5,5,positionOrder,10.0,55,Finished,dev,2024-06-06
21196,857,223,79,15,10,9,9,positionOrder,2.0,55,Finished,dev,2024-06-06
21195,857,752,79,14,9,8,8,positionOrder,4.0,55,Finished,dev,2024-06-06
21207,857,470,89,23,22,20,20,positionOrder,0.0,53,+2 Laps,dev,2024-06-06
21208,857,650,89,22,20,21,R,positionOrder,0.0,48,Mechanical,dev,2024-06-06
21204,857,431,113,20,17,17,17,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
21205,857,784,113,21,18,18,18,positionOrder,0.0,53,+2 Laps,dev,2024-06-06
21190,857,133,135,4,3,3,3,positionOrder,15.0,55,Finished,dev,2024-06-06
21188,857,349,135,3,2,1,1,positionOrder,25.0,55,Finished,dev,2024-06-06
21194,857,705,140,7,8,7,7,positionOrder,6.0,55,Finished,dev,2024-06-06
21193,857,663,140,8,7,6,6,positionOrder,8.0,55,Finished,dev,2024-06-06
21211,857,805,168,1,1,24,R,positionOrder,0.0,1,Puncture,dev,2024-06-06
21191,857,825,168,2,4,4,4,positionOrder,12.0,55,Finished,dev,2024-06-06
21203,857,712,169,9,14,16,16,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
21200,857,602,169,10,12,13,13,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
21197,857,429,171,16,16,10,10,positionOrder,1.0,54,+1 Lap,dev,2024-06-06
21198,857,595,171,17,11,11,11,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
21202,857,14,199,19,15,15,15,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
21209,857,128,199,18,13,22,R,positionOrder,0.0,19,Hydraulics,dev,2024-06-06
21210,857,189,207,25,21,23,R,positionOrder,0.0,18,Brakes,dev,2024-06-06
21206,857,319,207,24,19,19,19,positionOrder,0.0,53,+2 Laps,dev,2024-06-06
21199,857,51,210,11,24,12,12,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
21201,857,495,210,12,23,14,14,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
21656,876,431,35,20,18,13,13,positionOrder,0.0,55,Finished,dev,2024-06-06
21659,876,602,35,21,20,16,16,positionOrder,0.0,55,Finished,dev,2024-06-06
21645,876,17,75,5,6,2,2,positionOrder,18.0,55,Finished,dev,2024-06-06
21650,876,508,75,6,8,7,7,positionOrder,6.0,55,Finished,dev,2024-06-06
21667,876,385,79,12,10,24,R,positionOrder,0.0,0,Collision,dev,2024-06-06
21652,876,223,79,11,12,9,9,positionOrder,2.0,55,Finished,dev,2024-06-06
21665,876,412,89,23,23,22,R,positionOrder,0.0,7,Collision,dev,2024-06-06
21660,876,211,89,22,22,17,17,positionOrder,0.0,55,Finished,dev,2024-06-06
21662,876,334,114,10,9,19,R,positionOrder,0.0,37,Collision,dev,2024-06-06
21644,876,634,114,9,4,1,1,positionOrder,25.0,55,Finished,dev,2024-06-06
21657,876,319,129,24,21,14,14,positionOrder,0.0,55,Finished,dev,2024-06-06
21661,876,605,129,25,19,18,R,positionOrder,0.0,41,Retired,dev,2024-06-06
21647,876,133,135,3,5,4,4,positionOrder,12.0,55,Finished,dev,2024-06-06
21664,876,349,135,4,1,21,R,positionOrder,0.0,19,Electrical,dev,2024-06-06
21654,876,705,140,7,13,11,11,positionOrder,0.0,55,Finished,dev,2024-06-06
21666,876,663,140,8,7,23,R,positionOrder,0.0,7,Collision,dev,2024-06-06
21646,876,805,168,1,24,3,3,positionOrder,15.0,55,Finished,dev,2024-06-06
21663,876,825,168,2,2,20,R,positionOrder,0.0,37,Collision,dev,2024-06-06
21649,876,429,171,14,15,6,6,positionOrder,8.0,55,Finished,dev,2024-06-06
21658,876,595,171,15,11,15,15,positionOrder,0.0,55,Finished,dev,2024-06-06
21653,876,650,199,16,16,10,10,positionOrder,1.0,55,Finished,dev,2024-06-06
21655,876,802,199,17,17,12,12,positionOrder,0.0,55,Finished,dev,2024-06-06
21651,876,712,210,19,14,8,8,positionOrder,4.0,55,Finished,dev,2024-06-06
21648,876,495,210,18,3,5,5,positionOrder,10.0,55,Finished,dev,2024-06-06
22085,895,795,35,21,18,18,18,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
22086,895,605,35,20,19,19,19,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
22072,895,17,75,3,10,5,5,positionOrder,10.0,55,Finished,dev,2024-06-06
22075,895,508,75,4,7,8,8,positionOrder,4.0,55,Finished,dev,2024-06-06
22073,895,223,79,14,11,6,6,positionOrder,8.0,55,Finished,dev,2024-06-06
22077,895,752,79,15,17,10,10,positionOrder,1.0,55,Finished,dev,2024-06-06
22071,895,334,114,8,6,4,4,positionOrder,12.0,55,Finished,dev,2024-06-06
22089,895,634,114,7,22,22,R,positionOrder,0.0,0,Accident,dev,2024-06-06
22088,895,160,129,23,20,21,21,positionOrder,0.0,53,+2 Laps,dev,2024-06-06
22087,895,77,129,22,21,20,20,positionOrder,0.0,53,+2 Laps,dev,2024-06-06
22079,895,133,135,5,12,12,12,positionOrder,0.0,55,Finished,dev,2024-06-06
22076,895,595,135,6,8,9,9,positionOrder,2.0,55,Finished,dev,2024-06-06
22074,895,349,140,10,4,7,7,positionOrder,6.0,55,Finished,dev,2024-06-06
22070,895,663,140,9,3,3,3,positionOrder,15.0,55,Finished,dev,2024-06-06
22068,895,805,168,1,2,1,1,positionOrder,25.0,55,Finished,dev,2024-06-06
22069,895,825,168,2,1,2,2,positionOrder,18.0,55,Finished,dev,2024-06-06
22080,895,342,171,12,16,13,13,positionOrder,0.0,55,Finished,dev,2024-06-06
22081,895,385,171,11,5,14,14,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
22083,895,650,199,19,9,16,16,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
22084,895,802,199,18,13,17,17,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
22082,895,98,210,17,15,15,15,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
22078,895,495,210,16,14,11,11,positionOrder,0.0,55,Finished,dev,2024-06-06
22538,916,429,35,10,16,18,R,positionOrder,0.0,42,Retired,dev,2024-06-06
22537,916,737,35,46,17,17,17,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
22529,916,17,75,14,8,9,9,positionOrder,4.0,55,Finished,dev,2024-06-06
22530,916,634,75,7,7,10,10,positionOrder,2.0,55,Finished,dev,2024-06-06
22526,916,385,79,27,12,6,6,positionOrder,16.0,55,Finished,dev,2024-06-06
22527,916,595,79,11,11,7,7,positionOrder,12.0,55,Finished,dev,2024-06-06
22533,916,334,114,8,18,13,13,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
22539,916,495,114,13,15,19,R,positionOrder,0.0,26,Power Unit,dev,2024-06-06
22525,916,133,135,22,6,5,5,positionOrder,20.0,55,Finished,dev,2024-06-06
22531,916,491,135,20,9,11,11,positionOrder,0.0,55,Finished,dev,2024-06-06
22521,916,349,140,44,2,1,1,positionOrder,50.0,55,Finished,dev,2024-06-06
22534,916,663,140,6,1,14,14,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
22524,916,650,168,3,20,4,4,positionOrder,24.0,55,Finished,dev,2024-06-06
22528,916,805,168,1,19,8,8,positionOrder,8.0,55,Finished,dev,2024-06-06
22535,916,342,171,21,14,15,15,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
22536,916,752,171,99,13,16,16,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
22540,916,436,199,26,5,20,R,positionOrder,0.0,14,Power Unit,dev,2024-06-06
22532,916,802,199,25,10,12,12,positionOrder,0.0,55,Finished,dev,2024-06-06
22523,916,98,210,77,3,3,3,positionOrder,30.0,55,Finished,dev,2024-06-06
22522,916,508,210,19,4,2,2,positionOrder,36.0,55,Finished,dev,2024-06-06
22901,935,634,75,7,3,3,3,positionOrder,15.0,55,Finished,dev,2024-06-06
22902,935,805,75,5,15,4,4,positionOrder,12.0,55,Finished,dev,2024-06-06
22905,935,385,79,27,7,7,7,positionOrder,6.0,55,Finished,dev,2024-06-06
22903,935,595,79,11,4,5,5,positionOrder,10.0,55,Finished,dev,2024-06-06
22907,935,334,114,8,18,9,9,positionOrder,2.0,55,Finished,dev,2024-06-06
22918,935,495,114,13,13,20,R,positionOrder,0.0,0,Collision,dev,2024-06-06
22917,935,525,123,98,20,19,19,positionOrder,0.0,52,+3 Laps,dev,2024-06-06
22916,935,737,123,28,19,18,18,positionOrder,0.0,53,+2 Laps,dev,2024-06-06
22915,935,17,135,14,16,17,17,positionOrder,0.0,53,+2 Laps,dev,2024-06-06
22910,935,133,135,22,12,12,12,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
22900,935,349,140,44,2,2,2,positionOrder,18.0,55,Finished,dev,2024-06-06
22899,935,663,140,6,1,1,1,positionOrder,25.0,55,Finished,dev,2024-06-06
22908,935,436,168,26,9,10,10,positionOrder,1.0,55,Finished,dev,2024-06-06
22904,935,650,168,3,5,6,6,positionOrder,8.0,55,Finished,dev,2024-06-06
22912,935,248,171,9,17,14,14,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
22913,935,556,171,12,14,15,15,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
22914,935,803,199,33,11,16,16,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
22909,935,679,199,55,10,11,11,positionOrder,0.0,55,Finished,dev,2024-06-06
22911,935,98,210,77,6,13,13,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
22906,935,508,210,19,8,8,8,positionOrder,4.0,55,Finished,dev,2024-06-06
23364,956,634,75,7,4,6,6,positionOrder,8.0,55,Finished,dev,2024-06-06
23361,956,805,75,5,5,3,3,positionOrder,15.0,55,Finished,dev,2024-06-06
23365,956,385,79,27,7,7,7,positionOrder,6.0,55,Finished,dev,2024-06-06
23366,956,595,79,11,8,8,8,positionOrder,4.0,55,Finished,dev,2024-06-06
23369,956,334,85,8,14,11,11,positionOrder,0.0,55,Finished,dev,2024-06-06
23370,956,342,85,21,13,12,12,positionOrder,0.0,55,Finished,dev,2024-06-06
23371,956,573,123,31,20,13,13,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
23372,956,826,123,94,16,14,14,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
23368,956,17,135,14,9,10,10,positionOrder,1.0,55,Finished,dev,2024-06-06
23378,956,133,135,22,12,20,R,positionOrder,0.0,12,Suspension,dev,2024-06-06
23359,956,349,140,44,1,1,1,positionOrder,25.0,55,Finished,dev,2024-06-06
23360,956,663,140,6,2,2,2,positionOrder,18.0,55,Finished,dev,2024-06-06
23362,956,803,168,33,6,4,4,positionOrder,12.0,55,Finished,dev,2024-06-06
23363,956,650,168,3,3,5,5,positionOrder,10.0,55,Finished,dev,2024-06-06
23375,956,583,169,30,15,17,17,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
23380,956,491,169,20,18,22,R,positionOrder,0.0,5,Suspension,dev,2024-06-06
23373,956,248,171,9,22,15,15,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
23374,956,556,171,12,19,16,16,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
23377,956,436,199,26,17,19,R,positionOrder,0.0,14,Gearbox,dev,2024-06-06
23376,956,679,199,55,21,18,R,positionOrder,0.0,41,Collision damage,dev,2024-06-06
23379,956,98,210,77,11,21,R,positionOrder,0.0,6,Suspension,dev,2024-06-06
23367,956,508,210,19,10,9,9,positionOrder,2.0,55,Finished,dev,2024-06-06
23764,976,634,75,7,5,4,4,positionOrder,12.0,55,Finished,dev,2024-06-06
23763,976,805,75,5,3,3,3,positionOrder,15.0,55,Finished,dev,2024-06-06
23768,976,573,79,31,9,8,8,positionOrder,4.0,55,Finished,dev,2024-06-06
23767,976,595,79,11,8,7,7,positionOrder,6.0,55,Finished,dev,2024-06-06
23771,976,334,85,8,16,11,11,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
23773,976,491,85,20,14,13,13,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
23769,976,17,135,14,11,9,9,positionOrder,2.0,54,+1 Lap,dev,2024-06-06
23772,976,800,135,2,13,12,12,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
23761,976,98,140,77,1,1,1,positionOrder,25.0,55,Finished,dev,2024-06-06
23762,976,349,140,44,2,2,2,positionOrder,18.0,55,Finished,dev,2024-06-06
23765,976,803,168,33,6,5,5,positionOrder,10.0,55,Finished,dev,2024-06-06
23780,976,650,168,3,4,20,R,positionOrder,0.0,20,Hydraulics,dev,2024-06-06
23766,976,385,169,27,7,6,6,positionOrder,8.0,55,Finished,dev,2024-06-06
23779,976,679,169,55,12,19,R,positionOrder,0.0,31,Wheel,dev,2024-06-06
23777,976,248,171,9,19,17,17,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
23774,976,826,171,94,18,14,14,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
23775,976,357,199,28,20,15,15,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
23776,976,305,199,10,17,16,16,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
23770,976,508,210,19,10,10,10,positionOrder,1.0,54,+1 Lap,dev,2024-06-06
23778,976,745,210,18,15,18,18,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
24199,997,634,75,7,4,19,R,positionOrder,0.0,6,Power loss,dev,2024-06-06
24182,997,805,75,5,3,2,2,positionOrder,18.0,55,Finished,dev,2024-06-06
24197,997,573,79,31,9,17,R,positionOrder,0.0,44,Engine,dev,2024-06-06
24188,997,595,79,11,14,8,8,positionOrder,4.0,55,Finished,dev,2024-06-06
24189,997,334,85,8,7,9,9,positionOrder,2.0,54,+1 Lap,dev,2024-06-06
24190,997,491,85,20,13,10,10,positionOrder,1.0,54,+1 Lap,dev,2024-06-06
24191,997,17,135,14,15,11,11,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
24194,997,800,135,2,18,14,14,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
24185,997,98,140,77,2,5,5,positionOrder,10.0,55,Finished,dev,2024-06-06
24181,997,349,140,44,1,1,1,positionOrder,25.0,55,Finished,dev,2024-06-06
24183,997,803,168,33,6,3,3,positionOrder,15.0,55,Finished,dev,2024-06-06
24184,997,650,168,3,5,4,4,positionOrder,12.0,55,Finished,dev,2024-06-06
24200,997,385,169,27,10,20,R,positionOrder,0.0,0,Collision,dev,2024-06-06
24186,997,679,169,55,11,6,6,positionOrder,8.0,55,Finished,dev,2024-06-06
24198,997,248,171,9,12,18,R,positionOrder,0.0,24,Power loss,dev,2024-06-06
24187,997,456,171,16,8,7,7,positionOrder,6.0,55,Finished,dev,2024-06-06
24192,997,357,199,28,16,12,12,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
24196,997,305,199,10,17,16,R,positionOrder,0.0,46,Engine,dev,2024-06-06
24195,997,725,210,35,19,15,15,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
24193,997,745,210,18,20,13,13,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
24616,1018,317,4,99,16,16,16,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
24613,1018,634,4,7,17,13,13,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
24603,1018,456,75,16,3,3,3,positionOrder,15.0,55,Finished,dev,2024-06-06
24605,1018,805,75,5,4,5,5,positionOrder,10.0,55,Finished,dev,2024-06-06
24615,1018,334,85,8,15,15,15,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
24614,1018,491,85,20,14,14,14,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
24608,1018,569,135,4,6,8,8,positionOrder,4.0,54,+1 Lap,dev,2024-06-06
24610,1018,679,135,55,8,10,10,positionOrder,1.0,54,+1 Lap,dev,2024-06-06
24604,1018,98,140,77,20,4,4,positionOrder,12.0,55,Finished,dev,2024-06-06
24601,1018,349,140,44,1,1,1,positionOrder,26.0,55,Finished,dev,2024-06-06
24607,1018,595,162,11,10,7,7,positionOrder,6.0,54,+1 Lap,dev,2024-06-06
24620,1018,745,162,18,12,20,R,positionOrder,0.0,45,Brakes,dev,2024-06-06
24606,1018,11,168,23,5,6,6,positionOrder,8.0,55,Finished,dev,2024-06-06
24602,1018,803,168,33,2,2,2,positionOrder,18.0,55,Finished,dev,2024-06-06
24612,1018,385,169,27,9,12,12,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
24611,1018,650,169,3,7,11,11,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
24618,1018,305,199,10,11,18,18,positionOrder,0.0,53,+2 Laps,dev,2024-06-06
24609,1018,436,199,26,13,9,9,positionOrder,2.0,54,+1 Lap,dev,2024-06-06
24619,1018,434,210,88,19,19,19,positionOrder,0.0,53,+2 Laps,dev,2024-06-06
24617,1018,671,210,63,18,17,17,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
24956,1035,317,4,99,14,16,16,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
24952,1035,634,4,7,15,12,12,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
24948,1035,305,5,10,9,8,8,positionOrder,4.0,55,Finished,dev,2024-06-06
24951,1035,436,5,26,7,11,11,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
24953,1035,456,75,16,12,13,13,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
24954,1035,805,75,5,13,14,14,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
24958,1035,491,85,20,20,18,18,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
24959,1035,267,85,51,17,19,19,positionOrder,0.0,53,+2 Laps,dev,2024-06-06
24945,1035,569,135,4,4,5,5,positionOrder,10.0,55,Finished,dev,2024-06-06
24946,1035,679,135,55,6,6,6,positionOrder,8.0,55,Finished,dev,2024-06-06
24942,1035,98,140,77,2,2,2,positionOrder,18.0,55,Finished,dev,2024-06-06
24943,1035,349,140,44,3,3,3,positionOrder,15.0,55,Finished,dev,2024-06-06
24960,1035,595,162,11,19,20,R,positionOrder,0.0,8,Transmission,dev,2024-06-06
24950,1035,745,162,18,8,10,10,positionOrder,1.0,55,Finished,dev,2024-06-06
24944,1035,11,168,23,5,4,4,positionOrder,12.0,55,Finished,dev,2024-06-06
24941,1035,803,168,33,1,1,1,positionOrder,25.0,55,Finished,dev,2024-06-06
24949,1035,573,169,31,10,9,9,positionOrder,2.0,55,Finished,dev,2024-06-06
24947,1035,650,169,3,11,7,7,positionOrder,7.0,55,Finished,dev,2024-06-06
24957,1035,450,210,6,18,17,17,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
24955,1035,671,210,63,16,15,15,positionOrder,0.0,54,+1 Lap,dev,2024-06-06
25397,1057,317,4,99,14,17,R,positionOrder,0.0,33,Gearbox,dev,2024-06-06
25399,1057,634,4,7,18,19,R,positionOrder,0.0,25,Brakes,dev,2024-06-06
25385,1057,305,5,10,12,5,5,positionOrder,10.0,58,Finished,dev,2024-06-06
25384,1057,785,5,22,8,4,4,positionOrder,12.0,58,Finished,dev,2024-06-06
25388,1057,17,6,14,11,8,8,positionOrder,4.0,58,Finished,dev,2024-06-06
25389,1057,573,6,31,9,9,9,positionOrder,2.0,58,Finished,dev,2024-06-06
25393,1057,745,14,18,13,13,13,positionOrder,0.0,57,+1 Lap,dev,2024-06-06
25391,1057,805,14,5,15,11,11,positionOrder,0.0,58,Finished,dev,2024-06-06
25390,1057,456,75,16,7,10,10,positionOrder,1.0,58,Finished,dev,2024-06-06
25383,1057,679,75,55,5,3,3,positionOrder,15.0,58,Finished,dev,2024-06-06
25400,1057,511,85,9,20,20,W,positionOrder,0.0,0,Illness,dev,2024-06-06
25394,1057,703,85,47,19,14,14,positionOrder,0.0,57,+1 Lap,dev,2024-06-06
25387,1057,569,135,4,3,7,7,positionOrder,6.0,58,Finished,dev,2024-06-06
25392,1057,650,135,3,10,12,12,positionOrder,0.0,57,+1 Lap,dev,2024-06-06
25386,1057,98,140,77,6,6,6,positionOrder,8.0,58,Finished,dev,2024-06-06
25382,1057,349,140,44,2,2,2,positionOrder,18.0,58,Finished,dev,2024-06-06
25381,1057,803,168,33,1,1,1,positionOrder,26.0,58,Finished,dev,2024-06-06
25395,1057,595,168,11,4,15,15,positionOrder,0.0,55,Engine,dev,2024-06-06
25396,1057,450,210,6,16,16,R,positionOrder,0.0,50,Accident,dev,2024-06-06
25398,1057,671,210,63,17,18,R,positionOrder,0.0,26,Gearbox,dev,2024-06-06
25835,1079,98,4,77,18,15,15,positionOrder,0.0,57,+1 Lap,dev,2024-06-06
25832,1079,856,4,24,15,12,12,positionOrder,0.0,57,+1 Lap,dev,2024-06-06
25834,1079,305,5,10,17,14,14,positionOrder,0.0,57,+1 Lap,dev,2024-06-06
25831,1079,785,5,22,11,11,11,positionOrder,0.0,58,Finished,dev,2024-06-06
25840,1079,17,6,14,10,20,R,positionOrder,0.0,27,Water leak,dev,2024-06-06
25827,1079,573,6,31,8,7,7,positionOrder,6.0,58,Finished,dev,2024-06-06
25828,1079,745,14,18,14,8,8,positionOrder,4.0,58,Finished,dev,2024-06-06
25830,1079,805,14,5,9,10,10,positionOrder,1.0,58,Finished,dev,2024-06-06
25822,1079,456,75,16,3,2,2,positionOrder,18.0,58,Finished,dev,2024-06-06
25824,1079,679,75,55,4,4,4,positionOrder,12.0,58,Finished,dev,2024-06-06
25837,1079,491,85,20,16,17,17,positionOrder,0.0,57,+1 Lap,dev,2024-06-06
25836,1079,703,85,47,12,16,16,positionOrder,0.0,57,+1 Lap,dev,2024-06-06
25826,1079,569,135,4,7,6,6,positionOrder,9.0,58,Finished,dev,2024-06-06
25829,1079,650,135,3,13,9,9,positionOrder,2.0,58,Finished,dev,2024-06-06
25838,1079,349,140,44,5,18,18,positionOrder,0.0,55,Hydraulics,dev,2024-06-06
25825,1079,671,140,63,6,5,5,positionOrder,10.0,58,Finished,dev,2024-06-06
25821,1079,803,168,1,1,1,1,positionOrder,25.0,58,Finished,dev,2024-06-06
25823,1079,595,168,11,2,3,3,positionOrder,15.0,58,Finished,dev,2024-06-06
