race_id,year,round,circuit_id,race_name,date,time,race_id_join,race_timestamp,data_source,ingestion_date
553,1994,5,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1994-05-29,06:00:00,Spanish Grand Prix1994,1994-05-29 06:00:00,api,2024-06-12
554,1994,6,Circuit Gilles Villeneuve,Canadian Grand Prix,1994-06-12,06:00:00,Canadian Grand Prix1994,1994-06-12 06:00:00,api,2024-06-12
555,1994,7,Circuit de Nevers Magny-Cours,French Grand Prix,1994-07-03,06:00:00,French Grand Prix1994,1994-07-03 06:00:00,api,2024-06-12
556,1994,8,Silverstone Circuit,British Grand Prix,1994-07-10,06:00:00,British Grand Prix1994,1994-07-10 06:00:00,api,2024-06-12
557,1994,9,Hockenheimring,German Grand Prix,1994-07-31,06:00:00,German Grand Prix1994,1994-07-31 06:00:00,api,2024-06-12
558,1994,10,Hungaroring,Hungarian Grand Prix,1994-08-14,06:00:00,Hungarian Grand Prix1994,1994-08-14 06:00:00,api,2024-06-12
559,1994,11,Circuit de Spa-Francorchamps,Belgian Grand Prix,1994-08-28,06:00:00,Belgian Grand Prix1994,1994-08-28 06:00:00,api,2024-06-12
560,1994,12,Autodromo Nazionale di Monza,Italian Grand Prix,1994-09-11,06:00:00,Italian Grand Prix1994,1994-09-11 06:00:00,api,2024-06-12
561,1994,13,Autódromo do Estoril,Portuguese Grand Prix,1994-09-25,06:00:00,Portuguese Grand Prix1994,1994-09-25 06:00:00,api,2024-06-12
562,1994,14,Circuito de Jerez,European Grand Prix,1994-10-16,06:00:00,European Grand Prix1994,1994-10-16 06:00:00,api,2024-06-12
563,1994,15,Suzuka Circuit,Japanese Grand Prix,1994-11-06,06:00:00,Japanese Grand Prix1994,1994-11-06 06:00:00,api,2024-06-12
564,1994,16,Adelaide Street Circuit,Australian Grand Prix,1994-11-13,06:00:00,Australian Grand Prix1994,1994-11-13 06:00:00,api,2024-06-12
565,1995,1,Autódromo José Carlos Pace,Brazilian Grand Prix,1995-03-26,06:00:00,Brazilian Grand Prix1995,1995-03-26 06:00:00,api,2024-06-12
566,1995,2,Autódromo Juan y Oscar Gálvez,Argentine Grand Prix,1995-04-09,06:00:00,Argentine Grand Prix1995,1995-04-09 06:00:00,api,2024-06-12
567,1995,3,Autodromo Enzo e Dino Ferrari,San Marino Grand Prix,1995-04-30,06:00:00,San Marino Grand Prix1995,1995-04-30 06:00:00,api,2024-06-12
568,1995,4,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1995-05-14,06:00:00,Spanish Grand Prix1995,1995-05-14 06:00:00,api,2024-06-12
569,1995,5,Circuit de Monaco,Monaco Grand Prix,1995-05-28,06:00:00,Monaco Grand Prix1995,1995-05-28 06:00:00,api,2024-06-12
570,1995,6,Circuit Gilles Villeneuve,Canadian Grand Prix,1995-06-11,06:00:00,Canadian Grand Prix1995,1995-06-11 06:00:00,api,2024-06-12
571,1995,7,Circuit de Nevers Magny-Cours,French Grand Prix,1995-07-02,06:00:00,French Grand Prix1995,1995-07-02 06:00:00,api,2024-06-12
572,1995,8,Silverstone Circuit,British Grand Prix,1995-07-16,06:00:00,British Grand Prix1995,1995-07-16 06:00:00,api,2024-06-12
573,1995,9,Hockenheimring,German Grand Prix,1995-07-30,06:00:00,German Grand Prix1995,1995-07-30 06:00:00,api,2024-06-12
574,1995,10,Hungaroring,Hungarian Grand Prix,1995-08-13,06:00:00,Hungarian Grand Prix1995,1995-08-13 06:00:00,api,2024-06-12
575,1995,11,Circuit de Spa-Francorchamps,Belgian Grand Prix,1995-08-27,06:00:00,Belgian Grand Prix1995,1995-08-27 06:00:00,api,2024-06-12
576,1995,12,Autodromo Nazionale di Monza,Italian Grand Prix,1995-09-10,06:00:00,Italian Grand Prix1995,1995-09-10 06:00:00,api,2024-06-12
577,1995,13,Autódromo do Estoril,Portuguese Grand Prix,1995-09-24,06:00:00,Portuguese Grand Prix1995,1995-09-24 06:00:00,api,2024-06-12
578,1995,14,Nürburgring,European Grand Prix,1995-10-01,06:00:00,European Grand Prix1995,1995-10-01 06:00:00,api,2024-06-12
579,1995,15,Okayama International Circuit,Pacific Grand Prix,1995-10-22,06:00:00,Pacific Grand Prix1995,1995-10-22 06:00:00,api,2024-06-12
580,1995,16,Suzuka Circuit,Japanese Grand Prix,1995-10-29,06:00:00,Japanese Grand Prix1995,1995-10-29 06:00:00,api,2024-06-12
581,1995,17,Adelaide Street Circuit,Australian Grand Prix,1995-11-12,06:00:00,Australian Grand Prix1995,1995-11-12 06:00:00,api,2024-06-12
582,1996,1,Albert Park Grand Prix Circuit,Australian Grand Prix,1996-03-10,06:00:00,Australian Grand Prix1996,1996-03-10 06:00:00,api,2024-06-12
583,1996,2,Autódromo José Carlos Pace,Brazilian Grand Prix,1996-03-31,06:00:00,Brazilian Grand Prix1996,1996-03-31 06:00:00,api,2024-06-12
584,1996,3,Autódromo Juan y Oscar Gálvez,Argentine Grand Prix,1996-04-07,06:00:00,Argentine Grand Prix1996,1996-04-07 06:00:00,api,2024-06-12
585,1996,4,Nürburgring,European Grand Prix,1996-04-28,06:00:00,European Grand Prix1996,1996-04-28 06:00:00,api,2024-06-12
586,1996,5,Autodromo Enzo e Dino Ferrari,San Marino Grand Prix,1996-05-05,06:00:00,San Marino Grand Prix1996,1996-05-05 06:00:00,api,2024-06-12
587,1996,6,Circuit de Monaco,Monaco Grand Prix,1996-05-19,06:00:00,Monaco Grand Prix1996,1996-05-19 06:00:00,api,2024-06-12
588,1996,7,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1996-06-02,06:00:00,Spanish Grand Prix1996,1996-06-02 06:00:00,api,2024-06-12
589,1996,8,Circuit Gilles Villeneuve,Canadian Grand Prix,1996-06-16,06:00:00,Canadian Grand Prix1996,1996-06-16 06:00:00,api,2024-06-12
590,1996,9,Circuit de Nevers Magny-Cours,French Grand Prix,1996-06-30,06:00:00,French Grand Prix1996,1996-06-30 06:00:00,api,2024-06-12
591,1996,10,Silverstone Circuit,British Grand Prix,1996-07-14,06:00:00,British Grand Prix1996,1996-07-14 06:00:00,api,2024-06-12
592,1996,11,Hockenheimring,German Grand Prix,1996-07-28,06:00:00,German Grand Prix1996,1996-07-28 06:00:00,api,2024-06-12
593,1996,12,Hungaroring,Hungarian Grand Prix,1996-08-11,06:00:00,Hungarian Grand Prix1996,1996-08-11 06:00:00,api,2024-06-12
594,1996,13,Circuit de Spa-Francorchamps,Belgian Grand Prix,1996-08-25,06:00:00,Belgian Grand Prix1996,1996-08-25 06:00:00,api,2024-06-12
595,1996,14,Autodromo Nazionale di Monza,Italian Grand Prix,1996-09-08,06:00:00,Italian Grand Prix1996,1996-09-08 06:00:00,api,2024-06-12
596,1996,15,Autódromo do Estoril,Portuguese Grand Prix,1996-09-22,06:00:00,Portuguese Grand Prix1996,1996-09-22 06:00:00,api,2024-06-12
597,1996,16,Suzuka Circuit,Japanese Grand Prix,1996-10-13,06:00:00,Japanese Grand Prix1996,1996-10-13 06:00:00,api,2024-06-12
598,1997,1,Albert Park Grand Prix Circuit,Australian Grand Prix,1997-03-09,06:00:00,Australian Grand Prix1997,1997-03-09 06:00:00,api,2024-06-12
599,1997,2,Autódromo José Carlos Pace,Brazilian Grand Prix,1997-03-30,06:00:00,Brazilian Grand Prix1997,1997-03-30 06:00:00,api,2024-06-12
600,1997,3,Autódromo Juan y Oscar Gálvez,Argentine Grand Prix,1997-04-13,06:00:00,Argentine Grand Prix1997,1997-04-13 06:00:00,api,2024-06-12
601,1997,4,Autodromo Enzo e Dino Ferrari,San Marino Grand Prix,1997-04-27,06:00:00,San Marino Grand Prix1997,1997-04-27 06:00:00,api,2024-06-12
602,1997,5,Circuit de Monaco,Monaco Grand Prix,1997-05-11,06:00:00,Monaco Grand Prix1997,1997-05-11 06:00:00,api,2024-06-12
603,1997,6,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1997-05-25,06:00:00,Spanish Grand Prix1997,1997-05-25 06:00:00,api,2024-06-12
604,1997,7,Circuit Gilles Villeneuve,Canadian Grand Prix,1997-06-15,06:00:00,Canadian Grand Prix1997,1997-06-15 06:00:00,api,2024-06-12
605,1997,8,Circuit de Nevers Magny-Cours,French Grand Prix,1997-06-29,06:00:00,French Grand Prix1997,1997-06-29 06:00:00,api,2024-06-12
606,1997,9,Silverstone Circuit,British Grand Prix,1997-07-13,06:00:00,British Grand Prix1997,1997-07-13 06:00:00,api,2024-06-12
607,1997,10,Hockenheimring,German Grand Prix,1997-07-27,06:00:00,German Grand Prix1997,1997-07-27 06:00:00,api,2024-06-12
608,1997,11,Hungaroring,Hungarian Grand Prix,1997-08-10,06:00:00,Hungarian Grand Prix1997,1997-08-10 06:00:00,api,2024-06-12
609,1997,12,Circuit de Spa-Francorchamps,Belgian Grand Prix,1997-08-24,06:00:00,Belgian Grand Prix1997,1997-08-24 06:00:00,api,2024-06-12
610,1997,13,Autodromo Nazionale di Monza,Italian Grand Prix,1997-09-07,06:00:00,Italian Grand Prix1997,1997-09-07 06:00:00,api,2024-06-12
611,1997,14,Red Bull Ring,Austrian Grand Prix,1997-09-21,06:00:00,Austrian Grand Prix1997,1997-09-21 06:00:00,api,2024-06-12
612,1997,15,Nürburgring,Luxembourg Grand Prix,1997-09-28,06:00:00,Luxembourg Grand Prix1997,1997-09-28 06:00:00,api,2024-06-12
613,1997,16,Suzuka Circuit,Japanese Grand Prix,1997-10-12,06:00:00,Japanese Grand Prix1997,1997-10-12 06:00:00,api,2024-06-12
614,1997,17,Circuito de Jerez,European Grand Prix,1997-10-26,06:00:00,European Grand Prix1997,1997-10-26 06:00:00,api,2024-06-12
615,1998,1,Albert Park Grand Prix Circuit,Australian Grand Prix,1998-03-08,06:00:00,Australian Grand Prix1998,1998-03-08 06:00:00,api,2024-06-12
616,1998,2,Autódromo José Carlos Pace,Brazilian Grand Prix,1998-03-29,06:00:00,Brazilian Grand Prix1998,1998-03-29 06:00:00,api,2024-06-12
617,1998,3,Autódromo Juan y Oscar Gálvez,Argentine Grand Prix,1998-04-12,06:00:00,Argentine Grand Prix1998,1998-04-12 06:00:00,api,2024-06-12
618,1998,4,Autodromo Enzo e Dino Ferrari,San Marino Grand Prix,1998-04-26,06:00:00,San Marino Grand Prix1998,1998-04-26 06:00:00,api,2024-06-12
619,1998,5,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1998-05-10,06:00:00,Spanish Grand Prix1998,1998-05-10 06:00:00,api,2024-06-12
620,1998,6,Circuit de Monaco,Monaco Grand Prix,1998-05-24,06:00:00,Monaco Grand Prix1998,1998-05-24 06:00:00,api,2024-06-12
621,1998,7,Circuit Gilles Villeneuve,Canadian Grand Prix,1998-06-07,06:00:00,Canadian Grand Prix1998,1998-06-07 06:00:00,api,2024-06-12
622,1998,8,Circuit de Nevers Magny-Cours,French Grand Prix,1998-06-28,06:00:00,French Grand Prix1998,1998-06-28 06:00:00,api,2024-06-12
623,1998,9,Silverstone Circuit,British Grand Prix,1998-07-12,06:00:00,British Grand Prix1998,1998-07-12 06:00:00,api,2024-06-12
624,1998,10,Red Bull Ring,Austrian Grand Prix,1998-07-26,06:00:00,Austrian Grand Prix1998,1998-07-26 06:00:00,api,2024-06-12
625,1998,11,Hockenheimring,German Grand Prix,1998-08-02,06:00:00,German Grand Prix1998,1998-08-02 06:00:00,api,2024-06-12
626,1998,12,Hungaroring,Hungarian Grand Prix,1998-08-16,06:00:00,Hungarian Grand Prix1998,1998-08-16 06:00:00,api,2024-06-12
627,1998,13,Circuit de Spa-Francorchamps,Belgian Grand Prix,1998-08-30,06:00:00,Belgian Grand Prix1998,1998-08-30 06:00:00,api,2024-06-12
628,1998,14,Autodromo Nazionale di Monza,Italian Grand Prix,1998-09-13,06:00:00,Italian Grand Prix1998,1998-09-13 06:00:00,api,2024-06-12
629,1998,15,Nürburgring,Luxembourg Grand Prix,1998-09-27,06:00:00,Luxembourg Grand Prix1998,1998-09-27 06:00:00,api,2024-06-12
630,1998,16,Suzuka Circuit,Japanese Grand Prix,1998-11-01,06:00:00,Japanese Grand Prix1998,1998-11-01 06:00:00,api,2024-06-12
631,1999,1,Albert Park Grand Prix Circuit,Australian Grand Prix,1999-03-07,06:00:00,Australian Grand Prix1999,1999-03-07 06:00:00,api,2024-06-12
632,1999,2,Autódromo José Carlos Pace,Brazilian Grand Prix,1999-04-11,06:00:00,Brazilian Grand Prix1999,1999-04-11 06:00:00,api,2024-06-12
633,1999,3,Autodromo Enzo e Dino Ferrari,San Marino Grand Prix,1999-05-02,06:00:00,San Marino Grand Prix1999,1999-05-02 06:00:00,api,2024-06-12
634,1999,4,Circuit de Monaco,Monaco Grand Prix,1999-05-16,06:00:00,Monaco Grand Prix1999,1999-05-16 06:00:00,api,2024-06-12
635,1999,5,Circuit de Barcelona-Catalunya,Spanish Grand Prix,1999-05-30,06:00:00,Spanish Grand Prix1999,1999-05-30 06:00:00,api,2024-06-12
636,1999,6,Circuit Gilles Villeneuve,Canadian Grand Prix,1999-06-13,06:00:00,Canadian Grand Prix1999,1999-06-13 06:00:00,api,2024-06-12
637,1999,7,Circuit de Nevers Magny-Cours,French Grand Prix,1999-06-27,06:00:00,French Grand Prix1999,1999-06-27 06:00:00,api,2024-06-12
638,1999,8,Silverstone Circuit,British Grand Prix,1999-07-11,06:00:00,British Grand Prix1999,1999-07-11 06:00:00,api,2024-06-12
639,1999,9,Red Bull Ring,Austrian Grand Prix,1999-07-25,06:00:00,Austrian Grand Prix1999,1999-07-25 06:00:00,api,2024-06-12
640,1999,10,Hockenheimring,German Grand Prix,1999-08-01,06:00:00,German Grand Prix1999,1999-08-01 06:00:00,api,2024-06-12
641,1999,11,Hungaroring,Hungarian Grand Prix,1999-08-15,06:00:00,Hungarian Grand Prix1999,1999-08-15 06:00:00,api,2024-06-12
642,1999,12,Circuit de Spa-Francorchamps,Belgian Grand Prix,1999-08-29,06:00:00,Belgian Grand Prix1999,1999-08-29 06:00:00,api,2024-06-12
643,1999,13,Autodromo Nazionale di Monza,Italian Grand Prix,1999-09-12,06:00:00,Italian Grand Prix1999,1999-09-12 06:00:00,api,2024-06-12
644,1999,14,Nürburgring,European Grand Prix,1999-09-26,06:00:00,European Grand Prix1999,1999-09-26 06:00:00,api,2024-06-12
645,1999,15,Sepang International Circuit,Malaysian Grand Prix,1999-10-17,06:00:00,Malaysian Grand Prix1999,1999-10-17 06:00:00,api,2024-06-12
646,1999,16,Suzuka Circuit,Japanese Grand Prix,1999-10-31,06:00:00,Japanese Grand Prix1999,1999-10-31 06:00:00,api,2024-06-12
647,2000,1,Albert Park Grand Prix Circuit,Australian Grand Prix,2000-03-12,06:00:00,Australian Grand Prix2000,2000-03-12 06:00:00,api,2024-06-12
648,2000,2,Autódromo José Carlos Pace,Brazilian Grand Prix,2000-03-26,06:00:00,Brazilian Grand Prix2000,2000-03-26 06:00:00,api,2024-06-12
649,2000,3,Autodromo Enzo e Dino Ferrari,San Marino Grand Prix,2000-04-09,06:00:00,San Marino Grand Prix2000,2000-04-09 06:00:00,api,2024-06-12
650,2000,4,Silverstone Circuit,British Grand Prix,2000-04-23,06:00:00,British Grand Prix2000,2000-04-23 06:00:00,api,2024-06-12
651,2000,5,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2000-05-07,06:00:00,Spanish Grand Prix2000,2000-05-07 06:00:00,api,2024-06-12
652,2000,6,Nürburgring,European Grand Prix,2000-05-21,06:00:00,European Grand Prix2000,2000-05-21 06:00:00,api,2024-06-12
653,2000,7,Circuit de Monaco,Monaco Grand Prix,2000-06-04,06:00:00,Monaco Grand Prix2000,2000-06-04 06:00:00,api,2024-06-12
654,2000,8,Circuit Gilles Villeneuve,Canadian Grand Prix,2000-06-18,06:00:00,Canadian Grand Prix2000,2000-06-18 06:00:00,api,2024-06-12
655,2000,9,Circuit de Nevers Magny-Cours,French Grand Prix,2000-07-02,06:00:00,French Grand Prix2000,2000-07-02 06:00:00,api,2024-06-12
656,2000,10,Red Bull Ring,Austrian Grand Prix,2000-07-16,06:00:00,Austrian Grand Prix2000,2000-07-16 06:00:00,api,2024-06-12
657,2000,11,Hockenheimring,German Grand Prix,2000-07-30,06:00:00,German Grand Prix2000,2000-07-30 06:00:00,api,2024-06-12
658,2000,12,Hungaroring,Hungarian Grand Prix,2000-08-13,06:00:00,Hungarian Grand Prix2000,2000-08-13 06:00:00,api,2024-06-12
659,2000,13,Circuit de Spa-Francorchamps,Belgian Grand Prix,2000-08-27,06:00:00,Belgian Grand Prix2000,2000-08-27 06:00:00,api,2024-06-12
660,2000,14,Autodromo Nazionale di Monza,Italian Grand Prix,2000-09-10,06:00:00,Italian Grand Prix2000,2000-09-10 06:00:00,api,2024-06-12
661,2000,15,Indianapolis Motor Speedway,United States Grand Prix,2000-09-24,06:00:00,United States Grand Prix2000,2000-09-24 06:00:00,api,2024-06-12
662,2000,16,Suzuka Circuit,Japanese Grand Prix,2000-10-08,06:00:00,Japanese Grand Prix2000,2000-10-08 06:00:00,api,2024-06-12
663,2000,17,Sepang International Circuit,Malaysian Grand Prix,2000-10-22,06:00:00,Malaysian Grand Prix2000,2000-10-22 06:00:00,api,2024-06-12
664,2001,1,Albert Park Grand Prix Circuit,Australian Grand Prix,2001-03-04,06:00:00,Australian Grand Prix2001,2001-03-04 06:00:00,api,2024-06-12
665,2001,2,Sepang International Circuit,Malaysian Grand Prix,2001-03-18,06:00:00,Malaysian Grand Prix2001,2001-03-18 06:00:00,api,2024-06-12
666,2001,3,Autódromo José Carlos Pace,Brazilian Grand Prix,2001-04-01,06:00:00,Brazilian Grand Prix2001,2001-04-01 06:00:00,api,2024-06-12
667,2001,4,Autodromo Enzo e Dino Ferrari,San Marino Grand Prix,2001-04-15,06:00:00,San Marino Grand Prix2001,2001-04-15 06:00:00,api,2024-06-12
668,2001,5,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2001-04-29,06:00:00,Spanish Grand Prix2001,2001-04-29 06:00:00,api,2024-06-12
669,2001,6,Red Bull Ring,Austrian Grand Prix,2001-05-13,06:00:00,Austrian Grand Prix2001,2001-05-13 06:00:00,api,2024-06-12
670,2001,7,Circuit de Monaco,Monaco Grand Prix,2001-05-27,06:00:00,Monaco Grand Prix2001,2001-05-27 06:00:00,api,2024-06-12
671,2001,8,Circuit Gilles Villeneuve,Canadian Grand Prix,2001-06-10,06:00:00,Canadian Grand Prix2001,2001-06-10 06:00:00,api,2024-06-12
672,2001,9,Nürburgring,European Grand Prix,2001-06-24,06:00:00,European Grand Prix2001,2001-06-24 06:00:00,api,2024-06-12
673,2001,10,Circuit de Nevers Magny-Cours,French Grand Prix,2001-07-01,06:00:00,French Grand Prix2001,2001-07-01 06:00:00,api,2024-06-12
674,2001,11,Silverstone Circuit,British Grand Prix,2001-07-15,06:00:00,British Grand Prix2001,2001-07-15 06:00:00,api,2024-06-12
675,2001,12,Hockenheimring,German Grand Prix,2001-07-29,06:00:00,German Grand Prix2001,2001-07-29 06:00:00,api,2024-06-12
676,2001,13,Hungaroring,Hungarian Grand Prix,2001-08-19,06:00:00,Hungarian Grand Prix2001,2001-08-19 06:00:00,api,2024-06-12
677,2001,14,Circuit de Spa-Francorchamps,Belgian Grand Prix,2001-09-02,06:00:00,Belgian Grand Prix2001,2001-09-02 06:00:00,api,2024-06-12
678,2001,15,Autodromo Nazionale di Monza,Italian Grand Prix,2001-09-16,06:00:00,Italian Grand Prix2001,2001-09-16 06:00:00,api,2024-06-12
679,2001,16,Indianapolis Motor Speedway,United States Grand Prix,2001-09-30,06:00:00,United States Grand Prix2001,2001-09-30 06:00:00,api,2024-06-12
680,2001,17,Suzuka Circuit,Japanese Grand Prix,2001-10-14,06:00:00,Japanese Grand Prix2001,2001-10-14 06:00:00,api,2024-06-12
681,2002,1,Albert Park Grand Prix Circuit,Australian Grand Prix,2002-03-03,06:00:00,Australian Grand Prix2002,2002-03-03 06:00:00,api,2024-06-12
682,2002,2,Sepang International Circuit,Malaysian Grand Prix,2002-03-17,06:00:00,Malaysian Grand Prix2002,2002-03-17 06:00:00,api,2024-06-12
683,2002,3,Autódromo José Carlos Pace,Brazilian Grand Prix,2002-03-31,06:00:00,Brazilian Grand Prix2002,2002-03-31 06:00:00,api,2024-06-12
684,2002,4,Autodromo Enzo e Dino Ferrari,San Marino Grand Prix,2002-04-14,06:00:00,San Marino Grand Prix2002,2002-04-14 06:00:00,api,2024-06-12
685,2002,5,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2002-04-28,06:00:00,Spanish Grand Prix2002,2002-04-28 06:00:00,api,2024-06-12
686,2002,6,Red Bull Ring,Austrian Grand Prix,2002-05-12,06:00:00,Austrian Grand Prix2002,2002-05-12 06:00:00,api,2024-06-12
687,2002,7,Circuit de Monaco,Monaco Grand Prix,2002-05-26,06:00:00,Monaco Grand Prix2002,2002-05-26 06:00:00,api,2024-06-12
688,2002,8,Circuit Gilles Villeneuve,Canadian Grand Prix,2002-06-09,06:00:00,Canadian Grand Prix2002,2002-06-09 06:00:00,api,2024-06-12
689,2002,9,Nürburgring,European Grand Prix,2002-06-23,06:00:00,European Grand Prix2002,2002-06-23 06:00:00,api,2024-06-12
690,2002,10,Silverstone Circuit,British Grand Prix,2002-07-07,06:00:00,British Grand Prix2002,2002-07-07 06:00:00,api,2024-06-12
691,2002,11,Circuit de Nevers Magny-Cours,French Grand Prix,2002-07-21,06:00:00,French Grand Prix2002,2002-07-21 06:00:00,api,2024-06-12
692,2002,12,Hockenheimring,German Grand Prix,2002-07-28,06:00:00,German Grand Prix2002,2002-07-28 06:00:00,api,2024-06-12
693,2002,13,Hungaroring,Hungarian Grand Prix,2002-08-18,06:00:00,Hungarian Grand Prix2002,2002-08-18 06:00:00,api,2024-06-12
694,2002,14,Circuit de Spa-Francorchamps,Belgian Grand Prix,2002-09-01,06:00:00,Belgian Grand Prix2002,2002-09-01 06:00:00,api,2024-06-12
695,2002,15,Autodromo Nazionale di Monza,Italian Grand Prix,2002-09-15,06:00:00,Italian Grand Prix2002,2002-09-15 06:00:00,api,2024-06-12
696,2002,16,Indianapolis Motor Speedway,United States Grand Prix,2002-09-29,06:00:00,United States Grand Prix2002,2002-09-29 06:00:00,api,2024-06-12
697,2002,17,Suzuka Circuit,Japanese Grand Prix,2002-10-13,06:00:00,Japanese Grand Prix2002,2002-10-13 06:00:00,api,2024-06-12
698,2003,1,Albert Park Grand Prix Circuit,Australian Grand Prix,2003-03-09,06:00:00,Australian Grand Prix2003,2003-03-09 06:00:00,api,2024-06-12
699,2003,2,Sepang International Circuit,Malaysian Grand Prix,2003-03-23,06:00:00,Malaysian Grand Prix2003,2003-03-23 06:00:00,api,2024-06-12
700,2003,3,Autódromo José Carlos Pace,Brazilian Grand Prix,2003-04-06,06:00:00,Brazilian Grand Prix2003,2003-04-06 06:00:00,api,2024-06-12
701,2003,4,Autodromo Enzo e Dino Ferrari,San Marino Grand Prix,2003-04-20,06:00:00,San Marino Grand Prix2003,2003-04-20 06:00:00,api,2024-06-12
702,2003,5,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2003-05-04,06:00:00,Spanish Grand Prix2003,2003-05-04 06:00:00,api,2024-06-12
703,2003,6,Red Bull Ring,Austrian Grand Prix,2003-05-18,06:00:00,Austrian Grand Prix2003,2003-05-18 06:00:00,api,2024-06-12
704,2003,7,Circuit de Monaco,Monaco Grand Prix,2003-06-01,06:00:00,Monaco Grand Prix2003,2003-06-01 06:00:00,api,2024-06-12
705,2003,8,Circuit Gilles Villeneuve,Canadian Grand Prix,2003-06-15,06:00:00,Canadian Grand Prix2003,2003-06-15 06:00:00,api,2024-06-12
706,2003,9,Nürburgring,European Grand Prix,2003-06-29,06:00:00,European Grand Prix2003,2003-06-29 06:00:00,api,2024-06-12
707,2003,10,Circuit de Nevers Magny-Cours,French Grand Prix,2003-07-06,06:00:00,French Grand Prix2003,2003-07-06 06:00:00,api,2024-06-12
708,2003,11,Silverstone Circuit,British Grand Prix,2003-07-20,06:00:00,British Grand Prix2003,2003-07-20 06:00:00,api,2024-06-12
709,2003,12,Hockenheimring,German Grand Prix,2003-08-03,06:00:00,German Grand Prix2003,2003-08-03 06:00:00,api,2024-06-12
710,2003,13,Hungaroring,Hungarian Grand Prix,2003-08-24,06:00:00,Hungarian Grand Prix2003,2003-08-24 06:00:00,api,2024-06-12
711,2003,14,Autodromo Nazionale di Monza,Italian Grand Prix,2003-09-14,06:00:00,Italian Grand Prix2003,2003-09-14 06:00:00,api,2024-06-12
712,2003,15,Indianapolis Motor Speedway,United States Grand Prix,2003-09-28,06:00:00,United States Grand Prix2003,2003-09-28 06:00:00,api,2024-06-12
713,2003,16,Suzuka Circuit,Japanese Grand Prix,2003-10-12,06:00:00,Japanese Grand Prix2003,2003-10-12 06:00:00,api,2024-06-12
714,2004,1,Albert Park Grand Prix Circuit,Australian Grand Prix,2004-03-07,06:00:00,Australian Grand Prix2004,2004-03-07 06:00:00,api,2024-06-12
715,2004,2,Sepang International Circuit,Malaysian Grand Prix,2004-03-21,06:00:00,Malaysian Grand Prix2004,2004-03-21 06:00:00,api,2024-06-12
716,2004,3,Bahrain International Circuit,Bahrain Grand Prix,2004-04-04,06:00:00,Bahrain Grand Prix2004,2004-04-04 06:00:00,api,2024-06-12
717,2004,4,Autodromo Enzo e Dino Ferrari,San Marino Grand Prix,2004-04-25,06:00:00,San Marino Grand Prix2004,2004-04-25 06:00:00,api,2024-06-12
718,2004,5,Circuit de Barcelona-Catalunya,Spanish Grand Prix,2004-05-09,06:00:00,Spanish Grand Prix2004,2004-05-09 06:00:00,api,2024-06-12
719,2004,6,Circuit de Monaco,Monaco Grand Prix,2004-05-23,06:00:00,Monaco Grand Prix2004,2004-05-23 06:00:00,api,2024-06-12
720,2004,7,Nürburgring,European Grand Prix,2004-05-30,06:00:00,European Grand Prix2004,2004-05-30 06:00:00,api,2024-06-12
721,2004,8,Circuit Gilles Villeneuve,Canadian Grand Prix,2004-06-13,06:00:00,Canadian Grand Prix2004,2004-06-13 06:00:00,api,2024-06-12
722,2004,9,Indianapolis Motor Speedway,United States Grand Prix,2004-06-20,06:00:00,United States Grand Prix2004,2004-06-20 06:00:00,api,2024-06-12
723,2004,10,Circuit de Nevers Magny-Cours,French Grand Prix,2004-07-04,06:00:00,French Grand Prix2004,2004-07-04 06:00:00,api,2024-06-12
724,2004,11,Silverstone Circuit,British Grand Prix,2004-07-11,06:00:00,British Grand Prix2004,2004-07-11 06:00:00,api,2024-06-12
725,2004,12,Hockenheimring,German Grand Prix,2004-07-25,06:00:00,German Grand Prix2004,2004-07-25 06:00:00,api,2024-06-12
726,2004,13,Hungaroring,Hungarian Grand Prix,2004-08-15,06:00:00,Hungarian Grand Prix2004,2004-08-15 06:00:00,api,2024-06-12
727,2004,14,Circuit de Spa-Francorchamps,Belgian Grand Prix,2004-08-29,06:00:00,Belgian Grand Prix2004,2004-08-29 06:00:00,api,2024-06-12
728,2004,15,Autodromo Nazionale di Monza,Italian Grand Prix,2004-09-12,06:00:00,Italian Grand Prix2004,2004-09-12 06:00:00,api,2024-06-12
729,2004,16,Shanghai International Circuit,Chinese Grand Prix,2004-09-26,06:00:00,Chinese Grand Prix2004,2004-09-26 06:00:00,api,2024-06-12
730,2004,17,Suzuka Circuit,Japanese Grand Prix,2004-10-10,06:00:00,Japanese Grand Prix2004,2004-10-10 06:00:00,api,2024-06-12
731,2004,18,Autódromo José Carlos Pace,Brazilian Grand Prix,2004-10-24,06:00:00,Brazilian Grand Prix2004,2004-10-24 06:00:00,api,2024-06-12
732,2005,1,Albert Park Grand Prix Circuit,Australian Grand Prix,2005-03-06,06:00:00,Australian Grand Prix2005,2005-03-06 06:00:00,api,2024-06-12
