race_id,year,round,circuit_id,race_name,date,time,race_timestamp,data_source,ingestion_date
92,2004,3,3,Bahrain Grand Prix,2004-04-04,\N,2004-04-04 \N,dev,2024-04-25
93,2004,4,21,San Marino Grand Prix,2004-04-25,\N,2004-04-25 \N,dev,2024-04-25
94,2004,5,4,Spanish Grand Prix,2004-05-09,\N,2004-05-09 \N,dev,2024-04-25
95,2004,6,6,Monaco Grand Prix,2004-05-23,\N,2004-05-23 \N,dev,2024-04-25
96,2004,7,20,European Grand Prix,2004-05-30,\N,2004-05-30 \N,dev,2024-04-25
97,2004,8,7,Canadian Grand Prix,2004-06-13,\N,2004-06-13 \N,dev,2024-04-25
98,2004,9,19,United States Grand Prix,2004-06-20,\N,2004-06-20 \N,dev,2024-04-25
99,2004,10,8,French Grand Prix,2004-07-04,\N,2004-07-04 \N,dev,2024-04-25
100,2004,11,9,British Grand Prix,2004-07-11,\N,2004-07-11 \N,dev,2024-04-25
101,2004,12,10,German Grand Prix,2004-07-25,\N,2004-07-25 \N,dev,2024-04-25
102,2004,13,11,Hungarian Grand Prix,2004-08-15,\N,2004-08-15 \N,dev,2024-04-25
103,2004,14,13,Belgian Grand Prix,2004-08-29,\N,2004-08-29 \N,dev,2024-04-25
104,2004,15,14,Italian Grand Prix,2004-09-12,\N,2004-09-12 \N,dev,2024-04-25
105,2004,16,17,Chinese Grand Prix,2004-09-26,\N,2004-09-26 \N,dev,2024-04-25
106,2004,17,22,Japanese Grand Prix,2004-10-10,\N,2004-10-10 \N,dev,2024-04-25
107,2004,18,18,Brazilian Grand Prix,2004-10-24,\N,2004-10-24 \N,dev,2024-04-25
108,2003,1,1,Australian Grand Prix,2003-03-09,\N,2003-03-09 \N,dev,2024-04-25
109,2003,2,2,Malaysian Grand Prix,2003-03-23,\N,2003-03-23 \N,dev,2024-04-25
110,2003,3,18,Brazilian Grand Prix,2003-04-06,\N,2003-04-06 \N,dev,2024-04-25
111,2003,4,21,San Marino Grand Prix,2003-04-20,\N,2003-04-20 \N,dev,2024-04-25
112,2003,5,4,Spanish Grand Prix,2003-05-04,\N,2003-05-04 \N,dev,2024-04-25
113,2003,6,23,Austrian Grand Prix,2003-05-18,\N,2003-05-18 \N,dev,2024-04-25
114,2003,7,6,Monaco Grand Prix,2003-06-01,\N,2003-06-01 \N,dev,2024-04-25
115,2003,8,7,Canadian Grand Prix,2003-06-15,\N,2003-06-15 \N,dev,2024-04-25
116,2003,9,20,European Grand Prix,2003-06-29,\N,2003-06-29 \N,dev,2024-04-25
117,2003,10,8,French Grand Prix,2003-07-06,\N,2003-07-06 \N,dev,2024-04-25
118,2003,11,9,British Grand Prix,2003-07-20,\N,2003-07-20 \N,dev,2024-04-25
119,2003,12,10,German Grand Prix,2003-08-03,\N,2003-08-03 \N,dev,2024-04-25
120,2003,13,11,Hungarian Grand Prix,2003-08-24,\N,2003-08-24 \N,dev,2024-04-25
121,2003,14,14,Italian Grand Prix,2003-09-14,\N,2003-09-14 \N,dev,2024-04-25
122,2003,15,19,United States Grand Prix,2003-09-28,\N,2003-09-28 \N,dev,2024-04-25
123,2003,16,22,Japanese Grand Prix,2003-10-12,\N,2003-10-12 \N,dev,2024-04-25
124,2002,1,1,Australian Grand Prix,2002-03-03,\N,2002-03-03 \N,dev,2024-04-25
125,2002,2,2,Malaysian Grand Prix,2002-03-17,\N,2002-03-17 \N,dev,2024-04-25
126,2002,3,18,Brazilian Grand Prix,2002-03-31,\N,2002-03-31 \N,dev,2024-04-25
127,2002,4,21,San Marino Grand Prix,2002-04-14,\N,2002-04-14 \N,dev,2024-04-25
128,2002,5,4,Spanish Grand Prix,2002-04-28,\N,2002-04-28 \N,dev,2024-04-25
129,2002,6,23,Austrian Grand Prix,2002-05-12,\N,2002-05-12 \N,dev,2024-04-25
130,2002,7,6,Monaco Grand Prix,2002-05-26,\N,2002-05-26 \N,dev,2024-04-25
131,2002,8,7,Canadian Grand Prix,2002-06-09,\N,2002-06-09 \N,dev,2024-04-25
132,2002,9,20,European Grand Prix,2002-06-23,\N,2002-06-23 \N,dev,2024-04-25
133,2002,10,9,British Grand Prix,2002-07-07,\N,2002-07-07 \N,dev,2024-04-25
134,2002,11,8,French Grand Prix,2002-07-21,\N,2002-07-21 \N,dev,2024-04-25
135,2002,12,10,German Grand Prix,2002-07-28,\N,2002-07-28 \N,dev,2024-04-25
136,2002,13,11,Hungarian Grand Prix,2002-08-18,\N,2002-08-18 \N,dev,2024-04-25
137,2002,14,13,Belgian Grand Prix,2002-09-01,\N,2002-09-01 \N,dev,2024-04-25
138,2002,15,14,Italian Grand Prix,2002-09-15,\N,2002-09-15 \N,dev,2024-04-25
139,2002,16,19,United States Grand Prix,2002-09-29,\N,2002-09-29 \N,dev,2024-04-25
140,2002,17,22,Japanese Grand Prix,2002-10-13,\N,2002-10-13 \N,dev,2024-04-25
141,2001,1,1,Australian Grand Prix,2001-03-04,\N,2001-03-04 \N,dev,2024-04-25
142,2001,2,2,Malaysian Grand Prix,2001-03-18,\N,2001-03-18 \N,dev,2024-04-25
143,2001,3,18,Brazilian Grand Prix,2001-04-01,\N,2001-04-01 \N,dev,2024-04-25
144,2001,4,21,San Marino Grand Prix,2001-04-15,\N,2001-04-15 \N,dev,2024-04-25
145,2001,5,4,Spanish Grand Prix,2001-04-29,\N,2001-04-29 \N,dev,2024-04-25
146,2001,6,23,Austrian Grand Prix,2001-05-13,\N,2001-05-13 \N,dev,2024-04-25
147,2001,7,6,Monaco Grand Prix,2001-05-27,\N,2001-05-27 \N,dev,2024-04-25
148,2001,8,7,Canadian Grand Prix,2001-06-10,\N,2001-06-10 \N,dev,2024-04-25
149,2001,9,20,European Grand Prix,2001-06-24,\N,2001-06-24 \N,dev,2024-04-25
150,2001,10,8,French Grand Prix,2001-07-01,\N,2001-07-01 \N,dev,2024-04-25
151,2001,11,9,British Grand Prix,2001-07-15,\N,2001-07-15 \N,dev,2024-04-25
152,2001,12,10,German Grand Prix,2001-07-29,\N,2001-07-29 \N,dev,2024-04-25
153,2001,13,11,Hungarian Grand Prix,2001-08-19,\N,2001-08-19 \N,dev,2024-04-25
154,2001,14,13,Belgian Grand Prix,2001-09-02,\N,2001-09-02 \N,dev,2024-04-25
155,2001,15,14,Italian Grand Prix,2001-09-16,\N,2001-09-16 \N,dev,2024-04-25
156,2001,16,19,United States Grand Prix,2001-09-30,\N,2001-09-30 \N,dev,2024-04-25
157,2001,17,22,Japanese Grand Prix,2001-10-14,\N,2001-10-14 \N,dev,2024-04-25
158,2000,1,1,Australian Grand Prix,2000-03-12,\N,2000-03-12 \N,dev,2024-04-25
159,2000,2,18,Brazilian Grand Prix,2000-03-26,\N,2000-03-26 \N,dev,2024-04-25
160,2000,3,21,San Marino Grand Prix,2000-04-09,\N,2000-04-09 \N,dev,2024-04-25
161,2000,4,9,British Grand Prix,2000-04-23,\N,2000-04-23 \N,dev,2024-04-25
162,2000,5,4,Spanish Grand Prix,2000-05-07,\N,2000-05-07 \N,dev,2024-04-25
163,2000,6,20,European Grand Prix,2000-05-21,\N,2000-05-21 \N,dev,2024-04-25
164,2000,7,6,Monaco Grand Prix,2000-06-04,\N,2000-06-04 \N,dev,2024-04-25
165,2000,8,7,Canadian Grand Prix,2000-06-18,\N,2000-06-18 \N,dev,2024-04-25
166,2000,9,8,French Grand Prix,2000-07-02,\N,2000-07-02 \N,dev,2024-04-25
167,2000,10,23,Austrian Grand Prix,2000-07-16,\N,2000-07-16 \N,dev,2024-04-25
168,2000,11,10,German Grand Prix,2000-07-30,\N,2000-07-30 \N,dev,2024-04-25
169,2000,12,11,Hungarian Grand Prix,2000-08-13,\N,2000-08-13 \N,dev,2024-04-25
170,2000,13,13,Belgian Grand Prix,2000-08-27,\N,2000-08-27 \N,dev,2024-04-25
171,2000,14,14,Italian Grand Prix,2000-09-10,\N,2000-09-10 \N,dev,2024-04-25
172,2000,15,19,United States Grand Prix,2000-09-24,\N,2000-09-24 \N,dev,2024-04-25
173,2000,16,22,Japanese Grand Prix,2000-10-08,\N,2000-10-08 \N,dev,2024-04-25
174,2000,17,2,Malaysian Grand Prix,2000-10-22,\N,2000-10-22 \N,dev,2024-04-25
175,1999,1,1,Australian Grand Prix,1999-03-07,\N,1999-03-07 \N,dev,2024-04-25
176,1999,2,18,Brazilian Grand Prix,1999-04-11,\N,1999-04-11 \N,dev,2024-04-25
177,1999,3,21,San Marino Grand Prix,1999-05-02,\N,1999-05-02 \N,dev,2024-04-25
178,1999,4,6,Monaco Grand Prix,1999-05-16,\N,1999-05-16 \N,dev,2024-04-25
179,1999,5,4,Spanish Grand Prix,1999-05-30,\N,1999-05-30 \N,dev,2024-04-25
180,1999,6,7,Canadian Grand Prix,1999-06-13,\N,1999-06-13 \N,dev,2024-04-25
181,1999,7,8,French Grand Prix,1999-06-27,\N,1999-06-27 \N,dev,2024-04-25
182,1999,8,9,British Grand Prix,1999-07-11,\N,1999-07-11 \N,dev,2024-04-25
183,1999,9,23,Austrian Grand Prix,1999-07-25,\N,1999-07-25 \N,dev,2024-04-25
184,1999,10,10,German Grand Prix,1999-08-01,\N,1999-08-01 \N,dev,2024-04-25
185,1999,11,11,Hungarian Grand Prix,1999-08-15,\N,1999-08-15 \N,dev,2024-04-25
186,1999,12,13,Belgian Grand Prix,1999-08-29,\N,1999-08-29 \N,dev,2024-04-25
187,1999,13,14,Italian Grand Prix,1999-09-12,\N,1999-09-12 \N,dev,2024-04-25
188,1999,14,20,European Grand Prix,1999-09-26,\N,1999-09-26 \N,dev,2024-04-25
189,1999,15,2,Malaysian Grand Prix,1999-10-17,\N,1999-10-17 \N,dev,2024-04-25
190,1999,16,22,Japanese Grand Prix,1999-10-31,\N,1999-10-31 \N,dev,2024-04-25
191,1998,1,1,Australian Grand Prix,1998-03-08,\N,1998-03-08 \N,dev,2024-04-25
192,1998,2,18,Brazilian Grand Prix,1998-03-29,\N,1998-03-29 \N,dev,2024-04-25
193,1998,3,25,Argentine Grand Prix,1998-04-12,\N,1998-04-12 \N,dev,2024-04-25
194,1998,4,21,San Marino Grand Prix,1998-04-26,\N,1998-04-26 \N,dev,2024-04-25
195,1998,5,4,Spanish Grand Prix,1998-05-10,\N,1998-05-10 \N,dev,2024-04-25
196,1998,6,6,Monaco Grand Prix,1998-05-24,\N,1998-05-24 \N,dev,2024-04-25
197,1998,7,7,Canadian Grand Prix,1998-06-07,\N,1998-06-07 \N,dev,2024-04-25
198,1998,8,8,French Grand Prix,1998-06-28,\N,1998-06-28 \N,dev,2024-04-25
199,1998,9,9,British Grand Prix,1998-07-12,\N,1998-07-12 \N,dev,2024-04-25
200,1998,10,23,Austrian Grand Prix,1998-07-26,\N,1998-07-26 \N,dev,2024-04-25
201,1998,11,10,German Grand Prix,1998-08-02,\N,1998-08-02 \N,dev,2024-04-25
202,1998,12,11,Hungarian Grand Prix,1998-08-16,\N,1998-08-16 \N,dev,2024-04-25
203,1998,13,13,Belgian Grand Prix,1998-08-30,\N,1998-08-30 \N,dev,2024-04-25
204,1998,14,14,Italian Grand Prix,1998-09-13,\N,1998-09-13 \N,dev,2024-04-25
205,1998,15,20,Luxembourg Grand Prix,1998-09-27,\N,1998-09-27 \N,dev,2024-04-25
206,1998,16,22,Japanese Grand Prix,1998-11-01,\N,1998-11-01 \N,dev,2024-04-25
207,1997,1,1,Australian Grand Prix,1997-03-09,\N,1997-03-09 \N,dev,2024-04-25
208,1997,2,18,Brazilian Grand Prix,1997-03-30,\N,1997-03-30 \N,dev,2024-04-25
209,1997,3,25,Argentine Grand Prix,1997-04-13,\N,1997-04-13 \N,dev,2024-04-25
210,1997,4,21,San Marino Grand Prix,1997-04-27,\N,1997-04-27 \N,dev,2024-04-25
211,1997,5,6,Monaco Grand Prix,1997-05-11,\N,1997-05-11 \N,dev,2024-04-25
212,1997,6,4,Spanish Grand Prix,1997-05-25,\N,1997-05-25 \N,dev,2024-04-25
213,1997,7,7,Canadian Grand Prix,1997-06-15,\N,1997-06-15 \N,dev,2024-04-25
214,1997,8,8,French Grand Prix,1997-06-29,\N,1997-06-29 \N,dev,2024-04-25
215,1997,9,9,British Grand Prix,1997-07-13,\N,1997-07-13 \N,dev,2024-04-25
216,1997,10,10,German Grand Prix,1997-07-27,\N,1997-07-27 \N,dev,2024-04-25
217,1997,11,11,Hungarian Grand Prix,1997-08-10,\N,1997-08-10 \N,dev,2024-04-25
218,1997,12,13,Belgian Grand Prix,1997-08-24,\N,1997-08-24 \N,dev,2024-04-25
219,1997,13,14,Italian Grand Prix,1997-09-07,\N,1997-09-07 \N,dev,2024-04-25
220,1997,14,23,Austrian Grand Prix,1997-09-21,\N,1997-09-21 \N,dev,2024-04-25
221,1997,15,20,Luxembourg Grand Prix,1997-09-28,\N,1997-09-28 \N,dev,2024-04-25
222,1997,16,22,Japanese Grand Prix,1997-10-12,\N,1997-10-12 \N,dev,2024-04-25
223,1997,17,26,European Grand Prix,1997-10-26,\N,1997-10-26 \N,dev,2024-04-25
224,1996,1,1,Australian Grand Prix,1996-03-10,\N,1996-03-10 \N,dev,2024-04-25
225,1996,2,18,Brazilian Grand Prix,1996-03-31,\N,1996-03-31 \N,dev,2024-04-25
226,1996,3,25,Argentine Grand Prix,1996-04-07,\N,1996-04-07 \N,dev,2024-04-25
227,1996,4,20,European Grand Prix,1996-04-28,\N,1996-04-28 \N,dev,2024-04-25
228,1996,5,21,San Marino Grand Prix,1996-05-05,\N,1996-05-05 \N,dev,2024-04-25
229,1996,6,6,Monaco Grand Prix,1996-05-19,\N,1996-05-19 \N,dev,2024-04-25
230,1996,7,4,Spanish Grand Prix,1996-06-02,\N,1996-06-02 \N,dev,2024-04-25
231,1996,8,7,Canadian Grand Prix,1996-06-16,\N,1996-06-16 \N,dev,2024-04-25
232,1996,9,8,French Grand Prix,1996-06-30,\N,1996-06-30 \N,dev,2024-04-25
233,1996,10,9,British Grand Prix,1996-07-14,\N,1996-07-14 \N,dev,2024-04-25
234,1996,11,10,German Grand Prix,1996-07-28,\N,1996-07-28 \N,dev,2024-04-25
235,1996,12,11,Hungarian Grand Prix,1996-08-11,\N,1996-08-11 \N,dev,2024-04-25
236,1996,13,13,Belgian Grand Prix,1996-08-25,\N,1996-08-25 \N,dev,2024-04-25
237,1996,14,14,Italian Grand Prix,1996-09-08,\N,1996-09-08 \N,dev,2024-04-25
238,1996,15,27,Portuguese Grand Prix,1996-09-22,\N,1996-09-22 \N,dev,2024-04-25
239,1996,16,22,Japanese Grand Prix,1996-10-13,\N,1996-10-13 \N,dev,2024-04-25
240,1995,1,18,Brazilian Grand Prix,1995-03-26,\N,1995-03-26 \N,dev,2024-04-25
241,1995,2,25,Argentine Grand Prix,1995-04-09,\N,1995-04-09 \N,dev,2024-04-25
242,1995,3,21,San Marino Grand Prix,1995-04-30,\N,1995-04-30 \N,dev,2024-04-25
243,1995,4,4,Spanish Grand Prix,1995-05-14,\N,1995-05-14 \N,dev,2024-04-25
244,1995,5,6,Monaco Grand Prix,1995-05-28,\N,1995-05-28 \N,dev,2024-04-25
245,1995,6,7,Canadian Grand Prix,1995-06-11,\N,1995-06-11 \N,dev,2024-04-25
246,1995,7,8,French Grand Prix,1995-07-02,\N,1995-07-02 \N,dev,2024-04-25
247,1995,8,9,British Grand Prix,1995-07-16,\N,1995-07-16 \N,dev,2024-04-25
248,1995,9,10,German Grand Prix,1995-07-30,\N,1995-07-30 \N,dev,2024-04-25
249,1995,10,11,Hungarian Grand Prix,1995-08-13,\N,1995-08-13 \N,dev,2024-04-25
250,1995,11,13,Belgian Grand Prix,1995-08-27,\N,1995-08-27 \N,dev,2024-04-25
251,1995,12,14,Italian Grand Prix,1995-09-10,\N,1995-09-10 \N,dev,2024-04-25
252,1995,13,27,Portuguese Grand Prix,1995-09-24,\N,1995-09-24 \N,dev,2024-04-25
253,1995,14,20,European Grand Prix,1995-10-01,\N,1995-10-01 \N,dev,2024-04-25
254,1995,15,28,Pacific Grand Prix,1995-10-22,\N,1995-10-22 \N,dev,2024-04-25
255,1995,16,22,Japanese Grand Prix,1995-10-29,\N,1995-10-29 \N,dev,2024-04-25
256,1995,17,29,Australian Grand Prix,1995-11-12,\N,1995-11-12 \N,dev,2024-04-25
257,1994,1,18,Brazilian Grand Prix,1994-03-27,\N,1994-03-27 \N,dev,2024-04-25
258,1994,2,28,Pacific Grand Prix,1994-04-17,\N,1994-04-17 \N,dev,2024-04-25
259,1994,3,21,San Marino Grand Prix,1994-05-01,\N,1994-05-01 \N,dev,2024-04-25
260,1994,4,6,Monaco Grand Prix,1994-05-15,\N,1994-05-15 \N,dev,2024-04-25
261,1994,5,4,Spanish Grand Prix,1994-05-29,\N,1994-05-29 \N,dev,2024-04-25
262,1994,6,7,Canadian Grand Prix,1994-06-12,\N,1994-06-12 \N,dev,2024-04-25
263,1994,7,8,French Grand Prix,1994-07-03,\N,1994-07-03 \N,dev,2024-04-25
264,1994,8,9,British Grand Prix,1994-07-10,\N,1994-07-10 \N,dev,2024-04-25
265,1994,9,10,German Grand Prix,1994-07-31,\N,1994-07-31 \N,dev,2024-04-25
266,1994,10,11,Hungarian Grand Prix,1994-08-14,\N,1994-08-14 \N,dev,2024-04-25
267,1994,11,13,Belgian Grand Prix,1994-08-28,\N,1994-08-28 \N,dev,2024-04-25
268,1994,12,14,Italian Grand Prix,1994-09-11,\N,1994-09-11 \N,dev,2024-04-25
269,1994,13,27,Portuguese Grand Prix,1994-09-25,\N,1994-09-25 \N,dev,2024-04-25
270,1994,14,26,European Grand Prix,1994-10-16,\N,1994-10-16 \N,dev,2024-04-25
271,1994,15,22,Japanese Grand Prix,1994-11-06,\N,1994-11-06 \N,dev,2024-04-25
272,1994,16,29,Australian Grand Prix,1994-11-13,\N,1994-11-13 \N,dev,2024-04-25
273,1993,1,30,South African Grand Prix,1993-03-14,\N,1993-03-14 \N,dev,2024-04-25
274,1993,2,18,Brazilian Grand Prix,1993-03-28,\N,1993-03-28 \N,dev,2024-04-25
275,1993,3,31,European Grand Prix,1993-04-11,\N,1993-04-11 \N,dev,2024-04-25
276,1993,4,21,San Marino Grand Prix,1993-04-25,\N,1993-04-25 \N,dev,2024-04-25
277,1993,5,4,Spanish Grand Prix,1993-05-09,\N,1993-05-09 \N,dev,2024-04-25
278,1993,6,6,Monaco Grand Prix,1993-05-23,\N,1993-05-23 \N,dev,2024-04-25
279,1993,7,7,Canadian Grand Prix,1993-06-13,\N,1993-06-13 \N,dev,2024-04-25
280,1993,8,8,French Grand Prix,1993-07-04,\N,1993-07-04 \N,dev,2024-04-25
281,1993,9,9,British Grand Prix,1993-07-11,\N,1993-07-11 \N,dev,2024-04-25
282,1993,10,10,German Grand Prix,1993-07-25,\N,1993-07-25 \N,dev,2024-04-25
283,1993,11,11,Hungarian Grand Prix,1993-08-15,\N,1993-08-15 \N,dev,2024-04-25
284,1993,12,13,Belgian Grand Prix,1993-08-29,\N,1993-08-29 \N,dev,2024-04-25
285,1993,13,14,Italian Grand Prix,1993-09-12,\N,1993-09-12 \N,dev,2024-04-25
286,1993,14,27,Portuguese Grand Prix,1993-09-26,\N,1993-09-26 \N,dev,2024-04-25
287,1993,15,22,Japanese Grand Prix,1993-10-24,\N,1993-10-24 \N,dev,2024-04-25
288,1993,16,29,Australian Grand Prix,1993-11-07,\N,1993-11-07 \N,dev,2024-04-25
289,1992,1,30,South African Grand Prix,1992-03-01,\N,1992-03-01 \N,dev,2024-04-25
290,1992,2,32,Mexican Grand Prix,1992-03-22,\N,1992-03-22 \N,dev,2024-04-25
291,1992,3,18,Brazilian Grand Prix,1992-04-05,\N,1992-04-05 \N,dev,2024-04-25
292,1992,4,4,Spanish Grand Prix,1992-05-03,\N,1992-05-03 \N,dev,2024-04-25
293,1992,5,21,San Marino Grand Prix,1992-05-17,\N,1992-05-17 \N,dev,2024-04-25
294,1992,6,6,Monaco Grand Prix,1992-05-31,\N,1992-05-31 \N,dev,2024-04-25
295,1992,7,7,Canadian Grand Prix,1992-06-14,\N,1992-06-14 \N,dev,2024-04-25
296,1992,8,8,French Grand Prix,1992-07-05,\N,1992-07-05 \N,dev,2024-04-25
297,1992,9,9,British Grand Prix,1992-07-12,\N,1992-07-12 \N,dev,2024-04-25
298,1992,10,10,German Grand Prix,1992-07-26,\N,1992-07-26 \N,dev,2024-04-25
299,1992,11,11,Hungarian Grand Prix,1992-08-16,\N,1992-08-16 \N,dev,2024-04-25
300,1992,12,13,Belgian Grand Prix,1992-08-30,\N,1992-08-30 \N,dev,2024-04-25
301,1992,13,14,Italian Grand Prix,1992-09-13,\N,1992-09-13 \N,dev,2024-04-25
302,1992,14,27,Portuguese Grand Prix,1992-09-27,\N,1992-09-27 \N,dev,2024-04-25
303,1992,15,22,Japanese Grand Prix,1992-10-25,\N,1992-10-25 \N,dev,2024-04-25
304,1992,16,29,Australian Grand Prix,1992-11-08,\N,1992-11-08 \N,dev,2024-04-25
305,1991,1,33,United States Grand Prix,1991-03-10,\N,1991-03-10 \N,dev,2024-04-25
306,1991,2,18,Brazilian Grand Prix,1991-03-24,\N,1991-03-24 \N,dev,2024-04-25
307,1991,3,21,San Marino Grand Prix,1991-04-28,\N,1991-04-28 \N,dev,2024-04-25
308,1991,4,6,Monaco Grand Prix,1991-05-12,\N,1991-05-12 \N,dev,2024-04-25
309,1991,5,7,Canadian Grand Prix,1991-06-02,\N,1991-06-02 \N,dev,2024-04-25
310,1991,6,32,Mexican Grand Prix,1991-06-16,\N,1991-06-16 \N,dev,2024-04-25
311,1991,7,8,French Grand Prix,1991-07-07,\N,1991-07-07 \N,dev,2024-04-25
312,1991,8,9,British Grand Prix,1991-07-14,\N,1991-07-14 \N,dev,2024-04-25
313,1991,9,10,German Grand Prix,1991-07-28,\N,1991-07-28 \N,dev,2024-04-25
314,1991,10,11,Hungarian Grand Prix,1991-08-11,\N,1991-08-11 \N,dev,2024-04-25
315,1991,11,13,Belgian Grand Prix,1991-08-25,\N,1991-08-25 \N,dev,2024-04-25
316,1991,12,14,Italian Grand Prix,1991-09-08,\N,1991-09-08 \N,dev,2024-04-25
317,1991,13,27,Portuguese Grand Prix,1991-09-22,\N,1991-09-22 \N,dev,2024-04-25
318,1991,14,4,Spanish Grand Prix,1991-09-29,\N,1991-09-29 \N,dev,2024-04-25
319,1991,15,22,Japanese Grand Prix,1991-10-20,\N,1991-10-20 \N,dev,2024-04-25
320,1991,16,29,Australian Grand Prix,1991-11-03,\N,1991-11-03 \N,dev,2024-04-25
321,1990,1,33,United States Grand Prix,1990-03-11,\N,1990-03-11 \N,dev,2024-04-25
322,1990,2,18,Brazilian Grand Prix,1990-03-25,\N,1990-03-25 \N,dev,2024-04-25
323,1990,3,21,San Marino Grand Prix,1990-05-13,\N,1990-05-13 \N,dev,2024-04-25
324,1990,4,6,Monaco Grand Prix,1990-05-27,\N,1990-05-27 \N,dev,2024-04-25
325,1990,5,7,Canadian Grand Prix,1990-06-10,\N,1990-06-10 \N,dev,2024-04-25
326,1990,6,32,Mexican Grand Prix,1990-06-24,\N,1990-06-24 \N,dev,2024-04-25
327,1990,7,34,French Grand Prix,1990-07-08,\N,1990-07-08 \N,dev,2024-04-25
328,1990,8,9,British Grand Prix,1990-07-15,\N,1990-07-15 \N,dev,2024-04-25
329,1990,9,10,German Grand Prix,1990-07-29,\N,1990-07-29 \N,dev,2024-04-25
330,1990,10,11,Hungarian Grand Prix,1990-08-12,\N,1990-08-12 \N,dev,2024-04-25
331,1990,11,13,Belgian Grand Prix,1990-08-26,\N,1990-08-26 \N,dev,2024-04-25
332,1990,12,14,Italian Grand Prix,1990-09-09,\N,1990-09-09 \N,dev,2024-04-25
333,1990,13,27,Portuguese Grand Prix,1990-09-23,\N,1990-09-23 \N,dev,2024-04-25
334,1990,14,26,Spanish Grand Prix,1990-09-30,\N,1990-09-30 \N,dev,2024-04-25
335,1990,15,22,Japanese Grand Prix,1990-10-21,\N,1990-10-21 \N,dev,2024-04-25
336,1990,16,29,Australian Grand Prix,1990-11-04,\N,1990-11-04 \N,dev,2024-04-25
337,2010,1,3,Bahrain Grand Prix,2010-03-14,12:00:00,2010-03-14 12:00:00,dev,2024-04-25
338,2010,2,1,Australian Grand Prix,2010-03-28,06:00:00,2010-03-28 06:00:00,dev,2024-04-25
339,2010,3,2,Malaysian Grand Prix,2010-04-04,08:00:00,2010-04-04 08:00:00,dev,2024-04-25
340,2010,4,17,Chinese Grand Prix,2010-04-18,06:00:00,2010-04-18 06:00:00,dev,2024-04-25
341,2010,5,4,Spanish Grand Prix,2010-05-09,12:00:00,2010-05-09 12:00:00,dev,2024-04-25
342,2010,6,6,Monaco Grand Prix,2010-05-16,12:00:00,2010-05-16 12:00:00,dev,2024-04-25
343,2010,7,5,Turkish Grand Prix,2010-05-30,11:00:00,2010-05-30 11:00:00,dev,2024-04-25
344,2010,8,7,Canadian Grand Prix,2010-06-13,16:00:00,2010-06-13 16:00:00,dev,2024-04-25
345,2010,9,12,European Grand Prix,2010-06-27,12:00:00,2010-06-27 12:00:00,dev,2024-04-25
346,2010,10,9,British Grand Prix,2010-07-11,12:00:00,2010-07-11 12:00:00,dev,2024-04-25
347,2010,11,10,German Grand Prix,2010-07-25,12:00:00,2010-07-25 12:00:00,dev,2024-04-25
348,2010,12,11,Hungarian Grand Prix,2010-08-01,12:00:00,2010-08-01 12:00:00,dev,2024-04-25
349,2010,13,13,Belgian Grand Prix,2010-08-29,12:00:00,2010-08-29 12:00:00,dev,2024-04-25
350,2010,14,14,Italian Grand Prix,2010-09-12,12:00:00,2010-09-12 12:00:00,dev,2024-04-25
351,2010,15,15,Singapore Grand Prix,2010-09-26,12:00:00,2010-09-26 12:00:00,dev,2024-04-25
352,2010,16,22,Japanese Grand Prix,2010-10-10,06:00:00,2010-10-10 06:00:00,dev,2024-04-25
353,2010,17,35,Korean Grand Prix,2010-10-24,05:00:00,2010-10-24 05:00:00,dev,2024-04-25
354,2010,18,18,Brazilian Grand Prix,2010-11-07,16:00:00,2010-11-07 16:00:00,dev,2024-04-25
355,2010,19,24,Abu Dhabi Grand Prix,2010-11-14,13:00:00,2010-11-14 13:00:00,dev,2024-04-25
356,1989,1,36,Brazilian Grand Prix,1989-03-26,\N,1989-03-26 \N,dev,2024-04-25
357,1989,2,21,San Marino Grand Prix,1989-04-23,\N,1989-04-23 \N,dev,2024-04-25
358,1989,3,6,Monaco Grand Prix,1989-05-07,\N,1989-05-07 \N,dev,2024-04-25
359,1989,4,32,Mexican Grand Prix,1989-05-28,\N,1989-05-28 \N,dev,2024-04-25
360,1989,5,33,United States Grand Prix,1989-06-04,\N,1989-06-04 \N,dev,2024-04-25
361,1989,6,7,Canadian Grand Prix,1989-06-18,\N,1989-06-18 \N,dev,2024-04-25
362,1989,7,34,French Grand Prix,1989-07-09,\N,1989-07-09 \N,dev,2024-04-25
363,1989,8,9,British Grand Prix,1989-07-16,\N,1989-07-16 \N,dev,2024-04-25
364,1989,9,10,German Grand Prix,1989-07-30,\N,1989-07-30 \N,dev,2024-04-25
365,1989,10,11,Hungarian Grand Prix,1989-08-13,\N,1989-08-13 \N,dev,2024-04-25
366,1989,11,13,Belgian Grand Prix,1989-08-27,\N,1989-08-27 \N,dev,2024-04-25
367,1989,12,14,Italian Grand Prix,1989-09-10,\N,1989-09-10 \N,dev,2024-04-25
368,1989,13,27,Portuguese Grand Prix,1989-09-24,\N,1989-09-24 \N,dev,2024-04-25
369,1989,14,26,Spanish Grand Prix,1989-10-01,\N,1989-10-01 \N,dev,2024-04-25
370,1989,15,22,Japanese Grand Prix,1989-10-22,\N,1989-10-22 \N,dev,2024-04-25
371,1989,16,29,Australian Grand Prix,1989-11-05,\N,1989-11-05 \N,dev,2024-04-25
