race_id,year,round,circuit_id,race_name,date,time,race_timestamp,data_source,ingestion_date
272,1994,16,29,Australian Grand Prix,1994-11-13,\N,1994-11-13 \N,dev,2024-06-11
273,1993,1,30,South African Grand Prix,1993-03-14,\N,1993-03-14 \N,dev,2024-06-11
274,1993,2,18,Brazilian Grand Prix,1993-03-28,\N,1993-03-28 \N,dev,2024-06-11
275,1993,3,31,European Grand Prix,1993-04-11,\N,1993-04-11 \N,dev,2024-06-11
276,1993,4,21,San Marino Grand Prix,1993-04-25,\N,1993-04-25 \N,dev,2024-06-11
277,1993,5,4,Spanish Grand Prix,1993-05-09,\N,1993-05-09 \N,dev,2024-06-11
278,1993,6,6,Monaco Grand Prix,1993-05-23,\N,1993-05-23 \N,dev,2024-06-11
279,1993,7,7,Canadian Grand Prix,1993-06-13,\N,1993-06-13 \N,dev,2024-06-11
280,1993,8,8,French Grand Prix,1993-07-04,\N,1993-07-04 \N,dev,2024-06-11
281,1993,9,9,British Grand Prix,1993-07-11,\N,1993-07-11 \N,dev,2024-06-11
282,1993,10,10,German Grand Prix,1993-07-25,\N,1993-07-25 \N,dev,2024-06-11
283,1993,11,11,Hungarian Grand Prix,1993-08-15,\N,1993-08-15 \N,dev,2024-06-11
284,1993,12,13,Belgian Grand Prix,1993-08-29,\N,1993-08-29 \N,dev,2024-06-11
285,1993,13,14,Italian Grand Prix,1993-09-12,\N,1993-09-12 \N,dev,2024-06-11
286,1993,14,27,Portuguese Grand Prix,1993-09-26,\N,1993-09-26 \N,dev,2024-06-11
287,1993,15,22,Japanese Grand Prix,1993-10-24,\N,1993-10-24 \N,dev,2024-06-11
288,1993,16,29,Australian Grand Prix,1993-11-07,\N,1993-11-07 \N,dev,2024-06-11
289,1992,1,30,South African Grand Prix,1992-03-01,\N,1992-03-01 \N,dev,2024-06-11
290,1992,2,32,Mexican Grand Prix,1992-03-22,\N,1992-03-22 \N,dev,2024-06-11
291,1992,3,18,Brazilian Grand Prix,1992-04-05,\N,1992-04-05 \N,dev,2024-06-11
292,1992,4,4,Spanish Grand Prix,1992-05-03,\N,1992-05-03 \N,dev,2024-06-11
293,1992,5,21,San Marino Grand Prix,1992-05-17,\N,1992-05-17 \N,dev,2024-06-11
294,1992,6,6,Monaco Grand Prix,1992-05-31,\N,1992-05-31 \N,dev,2024-06-11
295,1992,7,7,Canadian Grand Prix,1992-06-14,\N,1992-06-14 \N,dev,2024-06-11
296,1992,8,8,French Grand Prix,1992-07-05,\N,1992-07-05 \N,dev,2024-06-11
297,1992,9,9,British Grand Prix,1992-07-12,\N,1992-07-12 \N,dev,2024-06-11
298,1992,10,10,German Grand Prix,1992-07-26,\N,1992-07-26 \N,dev,2024-06-11
299,1992,11,11,Hungarian Grand Prix,1992-08-16,\N,1992-08-16 \N,dev,2024-06-11
300,1992,12,13,Belgian Grand Prix,1992-08-30,\N,1992-08-30 \N,dev,2024-06-11
301,1992,13,14,Italian Grand Prix,1992-09-13,\N,1992-09-13 \N,dev,2024-06-11
302,1992,14,27,Portuguese Grand Prix,1992-09-27,\N,1992-09-27 \N,dev,2024-06-11
303,1992,15,22,Japanese Grand Prix,1992-10-25,\N,1992-10-25 \N,dev,2024-06-11
304,1992,16,29,Australian Grand Prix,1992-11-08,\N,1992-11-08 \N,dev,2024-06-11
305,1991,1,33,United States Grand Prix,1991-03-10,\N,1991-03-10 \N,dev,2024-06-11
306,1991,2,18,Brazilian Grand Prix,1991-03-24,\N,1991-03-24 \N,dev,2024-06-11
307,1991,3,21,San Marino Grand Prix,1991-04-28,\N,1991-04-28 \N,dev,2024-06-11
308,1991,4,6,Monaco Grand Prix,1991-05-12,\N,1991-05-12 \N,dev,2024-06-11
309,1991,5,7,Canadian Grand Prix,1991-06-02,\N,1991-06-02 \N,dev,2024-06-11
310,1991,6,32,Mexican Grand Prix,1991-06-16,\N,1991-06-16 \N,dev,2024-06-11
311,1991,7,8,French Grand Prix,1991-07-07,\N,1991-07-07 \N,dev,2024-06-11
312,1991,8,9,British Grand Prix,1991-07-14,\N,1991-07-14 \N,dev,2024-06-11
313,1991,9,10,German Grand Prix,1991-07-28,\N,1991-07-28 \N,dev,2024-06-11
314,1991,10,11,Hungarian Grand Prix,1991-08-11,\N,1991-08-11 \N,dev,2024-06-11
315,1991,11,13,Belgian Grand Prix,1991-08-25,\N,1991-08-25 \N,dev,2024-06-11
316,1991,12,14,Italian Grand Prix,1991-09-08,\N,1991-09-08 \N,dev,2024-06-11
317,1991,13,27,Portuguese Grand Prix,1991-09-22,\N,1991-09-22 \N,dev,2024-06-11
318,1991,14,4,Spanish Grand Prix,1991-09-29,\N,1991-09-29 \N,dev,2024-06-11
319,1991,15,22,Japanese Grand Prix,1991-10-20,\N,1991-10-20 \N,dev,2024-06-11
320,1991,16,29,Australian Grand Prix,1991-11-03,\N,1991-11-03 \N,dev,2024-06-11
321,1990,1,33,United States Grand Prix,1990-03-11,\N,1990-03-11 \N,dev,2024-06-11
322,1990,2,18,Brazilian Grand Prix,1990-03-25,\N,1990-03-25 \N,dev,2024-06-11
323,1990,3,21,San Marino Grand Prix,1990-05-13,\N,1990-05-13 \N,dev,2024-06-11
324,1990,4,6,Monaco Grand Prix,1990-05-27,\N,1990-05-27 \N,dev,2024-06-11
325,1990,5,7,Canadian Grand Prix,1990-06-10,\N,1990-06-10 \N,dev,2024-06-11
326,1990,6,32,Mexican Grand Prix,1990-06-24,\N,1990-06-24 \N,dev,2024-06-11
327,1990,7,34,French Grand Prix,1990-07-08,\N,1990-07-08 \N,dev,2024-06-11
328,1990,8,9,British Grand Prix,1990-07-15,\N,1990-07-15 \N,dev,2024-06-11
329,1990,9,10,German Grand Prix,1990-07-29,\N,1990-07-29 \N,dev,2024-06-11
330,1990,10,11,Hungarian Grand Prix,1990-08-12,\N,1990-08-12 \N,dev,2024-06-11
331,1990,11,13,Belgian Grand Prix,1990-08-26,\N,1990-08-26 \N,dev,2024-06-11
332,1990,12,14,Italian Grand Prix,1990-09-09,\N,1990-09-09 \N,dev,2024-06-11
333,1990,13,27,Portuguese Grand Prix,1990-09-23,\N,1990-09-23 \N,dev,2024-06-11
334,1990,14,26,Spanish Grand Prix,1990-09-30,\N,1990-09-30 \N,dev,2024-06-11
335,1990,15,22,Japanese Grand Prix,1990-10-21,\N,1990-10-21 \N,dev,2024-06-11
336,1990,16,29,Australian Grand Prix,1990-11-04,\N,1990-11-04 \N,dev,2024-06-11
337,2010,1,3,Bahrain Grand Prix,2010-03-14,12:00:00,2010-03-14 12:00:00,dev,2024-06-11
338,2010,2,1,Australian Grand Prix,2010-03-28,06:00:00,2010-03-28 06:00:00,dev,2024-06-11
339,2010,3,2,Malaysian Grand Prix,2010-04-04,08:00:00,2010-04-04 08:00:00,dev,2024-06-11
340,2010,4,17,Chinese Grand Prix,2010-04-18,06:00:00,2010-04-18 06:00:00,dev,2024-06-11
341,2010,5,4,Spanish Grand Prix,2010-05-09,12:00:00,2010-05-09 12:00:00,dev,2024-06-11
342,2010,6,6,Monaco Grand Prix,2010-05-16,12:00:00,2010-05-16 12:00:00,dev,2024-06-11
343,2010,7,5,Turkish Grand Prix,2010-05-30,11:00:00,2010-05-30 11:00:00,dev,2024-06-11
344,2010,8,7,Canadian Grand Prix,2010-06-13,16:00:00,2010-06-13 16:00:00,dev,2024-06-11
345,2010,9,12,European Grand Prix,2010-06-27,12:00:00,2010-06-27 12:00:00,dev,2024-06-11
346,2010,10,9,British Grand Prix,2010-07-11,12:00:00,2010-07-11 12:00:00,dev,2024-06-11
347,2010,11,10,German Grand Prix,2010-07-25,12:00:00,2010-07-25 12:00:00,dev,2024-06-11
348,2010,12,11,Hungarian Grand Prix,2010-08-01,12:00:00,2010-08-01 12:00:00,dev,2024-06-11
349,2010,13,13,Belgian Grand Prix,2010-08-29,12:00:00,2010-08-29 12:00:00,dev,2024-06-11
350,2010,14,14,Italian Grand Prix,2010-09-12,12:00:00,2010-09-12 12:00:00,dev,2024-06-11
351,2010,15,15,Singapore Grand Prix,2010-09-26,12:00:00,2010-09-26 12:00:00,dev,2024-06-11
352,2010,16,22,Japanese Grand Prix,2010-10-10,06:00:00,2010-10-10 06:00:00,dev,2024-06-11
353,2010,17,35,Korean Grand Prix,2010-10-24,05:00:00,2010-10-24 05:00:00,dev,2024-06-11
354,2010,18,18,Brazilian Grand Prix,2010-11-07,16:00:00,2010-11-07 16:00:00,dev,2024-06-11
355,2010,19,24,Abu Dhabi Grand Prix,2010-11-14,13:00:00,2010-11-14 13:00:00,dev,2024-06-11
356,1989,1,36,Brazilian Grand Prix,1989-03-26,\N,1989-03-26 \N,dev,2024-06-11
357,1989,2,21,San Marino Grand Prix,1989-04-23,\N,1989-04-23 \N,dev,2024-06-11
358,1989,3,6,Monaco Grand Prix,1989-05-07,\N,1989-05-07 \N,dev,2024-06-11
359,1989,4,32,Mexican Grand Prix,1989-05-28,\N,1989-05-28 \N,dev,2024-06-11
360,1989,5,33,United States Grand Prix,1989-06-04,\N,1989-06-04 \N,dev,2024-06-11
361,1989,6,7,Canadian Grand Prix,1989-06-18,\N,1989-06-18 \N,dev,2024-06-11
362,1989,7,34,French Grand Prix,1989-07-09,\N,1989-07-09 \N,dev,2024-06-11
363,1989,8,9,British Grand Prix,1989-07-16,\N,1989-07-16 \N,dev,2024-06-11
364,1989,9,10,German Grand Prix,1989-07-30,\N,1989-07-30 \N,dev,2024-06-11
365,1989,10,11,Hungarian Grand Prix,1989-08-13,\N,1989-08-13 \N,dev,2024-06-11
366,1989,11,13,Belgian Grand Prix,1989-08-27,\N,1989-08-27 \N,dev,2024-06-11
367,1989,12,14,Italian Grand Prix,1989-09-10,\N,1989-09-10 \N,dev,2024-06-11
368,1989,13,27,Portuguese Grand Prix,1989-09-24,\N,1989-09-24 \N,dev,2024-06-11
369,1989,14,26,Spanish Grand Prix,1989-10-01,\N,1989-10-01 \N,dev,2024-06-11
370,1989,15,22,Japanese Grand Prix,1989-10-22,\N,1989-10-22 \N,dev,2024-06-11
371,1989,16,29,Australian Grand Prix,1989-11-05,\N,1989-11-05 \N,dev,2024-06-11
372,1988,1,36,Brazilian Grand Prix,1988-04-03,\N,1988-04-03 \N,dev,2024-06-11
373,1988,2,21,San Marino Grand Prix,1988-05-01,\N,1988-05-01 \N,dev,2024-06-11
374,1988,3,6,Monaco Grand Prix,1988-05-15,\N,1988-05-15 \N,dev,2024-06-11
375,1988,4,32,Mexican Grand Prix,1988-05-29,\N,1988-05-29 \N,dev,2024-06-11
376,1988,5,7,Canadian Grand Prix,1988-06-12,\N,1988-06-12 \N,dev,2024-06-11
377,1988,6,37,Detroit Grand Prix,1988-06-19,\N,1988-06-19 \N,dev,2024-06-11
378,1988,7,34,French Grand Prix,1988-07-03,\N,1988-07-03 \N,dev,2024-06-11
379,1988,8,9,British Grand Prix,1988-07-10,\N,1988-07-10 \N,dev,2024-06-11
380,1988,9,10,German Grand Prix,1988-07-24,\N,1988-07-24 \N,dev,2024-06-11
381,1988,10,11,Hungarian Grand Prix,1988-08-07,\N,1988-08-07 \N,dev,2024-06-11
382,1988,11,13,Belgian Grand Prix,1988-08-28,\N,1988-08-28 \N,dev,2024-06-11
383,1988,12,14,Italian Grand Prix,1988-09-11,\N,1988-09-11 \N,dev,2024-06-11
384,1988,13,27,Portuguese Grand Prix,1988-09-25,\N,1988-09-25 \N,dev,2024-06-11
385,1988,14,26,Spanish Grand Prix,1988-10-02,\N,1988-10-02 \N,dev,2024-06-11
386,1988,15,22,Japanese Grand Prix,1988-10-30,\N,1988-10-30 \N,dev,2024-06-11
387,1988,16,29,Australian Grand Prix,1988-11-13,\N,1988-11-13 \N,dev,2024-06-11
388,1987,1,36,Brazilian Grand Prix,1987-04-12,\N,1987-04-12 \N,dev,2024-06-11
389,1987,2,21,San Marino Grand Prix,1987-05-03,\N,1987-05-03 \N,dev,2024-06-11
390,1987,3,13,Belgian Grand Prix,1987-05-17,\N,1987-05-17 \N,dev,2024-06-11
391,1987,4,6,Monaco Grand Prix,1987-05-31,\N,1987-05-31 \N,dev,2024-06-11
392,1987,5,37,Detroit Grand Prix,1987-06-21,\N,1987-06-21 \N,dev,2024-06-11
393,1987,6,34,French Grand Prix,1987-07-05,\N,1987-07-05 \N,dev,2024-06-11
394,1987,7,9,British Grand Prix,1987-07-12,\N,1987-07-12 \N,dev,2024-06-11
395,1987,8,10,German Grand Prix,1987-07-26,\N,1987-07-26 \N,dev,2024-06-11
396,1987,9,11,Hungarian Grand Prix,1987-08-09,\N,1987-08-09 \N,dev,2024-06-11
397,1987,10,23,Austrian Grand Prix,1987-08-16,\N,1987-08-16 \N,dev,2024-06-11
398,1987,11,14,Italian Grand Prix,1987-09-06,\N,1987-09-06 \N,dev,2024-06-11
399,1987,12,27,Portuguese Grand Prix,1987-09-20,\N,1987-09-20 \N,dev,2024-06-11
400,1987,13,26,Spanish Grand Prix,1987-09-27,\N,1987-09-27 \N,dev,2024-06-11
401,1987,14,32,Mexican Grand Prix,1987-10-18,\N,1987-10-18 \N,dev,2024-06-11
402,1987,15,22,Japanese Grand Prix,1987-11-01,\N,1987-11-01 \N,dev,2024-06-11
403,1987,16,29,Australian Grand Prix,1987-11-15,\N,1987-11-15 \N,dev,2024-06-11
404,1986,1,36,Brazilian Grand Prix,1986-03-23,\N,1986-03-23 \N,dev,2024-06-11
405,1986,2,26,Spanish Grand Prix,1986-04-13,\N,1986-04-13 \N,dev,2024-06-11
406,1986,3,21,San Marino Grand Prix,1986-04-27,\N,1986-04-27 \N,dev,2024-06-11
407,1986,4,6,Monaco Grand Prix,1986-05-11,\N,1986-05-11 \N,dev,2024-06-11
408,1986,5,13,Belgian Grand Prix,1986-05-25,\N,1986-05-25 \N,dev,2024-06-11
409,1986,6,7,Canadian Grand Prix,1986-06-15,\N,1986-06-15 \N,dev,2024-06-11
410,1986,7,37,Detroit Grand Prix,1986-06-22,\N,1986-06-22 \N,dev,2024-06-11
411,1986,8,34,French Grand Prix,1986-07-06,\N,1986-07-06 \N,dev,2024-06-11
412,1986,9,38,British Grand Prix,1986-07-13,\N,1986-07-13 \N,dev,2024-06-11
413,1986,10,10,German Grand Prix,1986-07-27,\N,1986-07-27 \N,dev,2024-06-11
414,1986,11,11,Hungarian Grand Prix,1986-08-10,\N,1986-08-10 \N,dev,2024-06-11
415,1986,12,23,Austrian Grand Prix,1986-08-17,\N,1986-08-17 \N,dev,2024-06-11
416,1986,13,14,Italian Grand Prix,1986-09-07,\N,1986-09-07 \N,dev,2024-06-11
417,1986,14,27,Portuguese Grand Prix,1986-09-21,\N,1986-09-21 \N,dev,2024-06-11
418,1986,15,32,Mexican Grand Prix,1986-10-12,\N,1986-10-12 \N,dev,2024-06-11
419,1986,16,29,Australian Grand Prix,1986-10-26,\N,1986-10-26 \N,dev,2024-06-11
420,1985,1,36,Brazilian Grand Prix,1985-04-07,\N,1985-04-07 \N,dev,2024-06-11
421,1985,2,27,Portuguese Grand Prix,1985-04-21,\N,1985-04-21 \N,dev,2024-06-11
422,1985,3,21,San Marino Grand Prix,1985-05-05,\N,1985-05-05 \N,dev,2024-06-11
423,1985,4,6,Monaco Grand Prix,1985-05-19,\N,1985-05-19 \N,dev,2024-06-11
424,1985,5,7,Canadian Grand Prix,1985-06-16,\N,1985-06-16 \N,dev,2024-06-11
425,1985,6,37,Detroit Grand Prix,1985-06-23,\N,1985-06-23 \N,dev,2024-06-11
426,1985,7,34,French Grand Prix,1985-07-07,\N,1985-07-07 \N,dev,2024-06-11
427,1985,8,9,British Grand Prix,1985-07-21,\N,1985-07-21 \N,dev,2024-06-11
428,1985,9,20,German Grand Prix,1985-08-04,\N,1985-08-04 \N,dev,2024-06-11
429,1985,10,23,Austrian Grand Prix,1985-08-18,\N,1985-08-18 \N,dev,2024-06-11
430,1985,11,39,Dutch Grand Prix,1985-08-25,\N,1985-08-25 \N,dev,2024-06-11
431,1985,12,14,Italian Grand Prix,1985-09-08,\N,1985-09-08 \N,dev,2024-06-11
432,1985,13,13,Belgian Grand Prix,1985-09-15,\N,1985-09-15 \N,dev,2024-06-11
433,1985,14,38,European Grand Prix,1985-10-06,\N,1985-10-06 \N,dev,2024-06-11
434,1985,15,30,South African Grand Prix,1985-10-19,\N,1985-10-19 \N,dev,2024-06-11
435,1985,16,29,Australian Grand Prix,1985-11-03,\N,1985-11-03 \N,dev,2024-06-11
436,1984,1,36,Brazilian Grand Prix,1984-03-25,\N,1984-03-25 \N,dev,2024-06-11
437,1984,2,30,South African Grand Prix,1984-04-07,\N,1984-04-07 \N,dev,2024-06-11
438,1984,3,40,Belgian Grand Prix,1984-04-29,\N,1984-04-29 \N,dev,2024-06-11
439,1984,4,21,San Marino Grand Prix,1984-05-06,\N,1984-05-06 \N,dev,2024-06-11
440,1984,5,41,French Grand Prix,1984-05-20,\N,1984-05-20 \N,dev,2024-06-11
441,1984,6,6,Monaco Grand Prix,1984-06-03,\N,1984-06-03 \N,dev,2024-06-11
442,1984,7,7,Canadian Grand Prix,1984-06-17,\N,1984-06-17 \N,dev,2024-06-11
443,1984,8,37,Detroit Grand Prix,1984-06-24,\N,1984-06-24 \N,dev,2024-06-11
444,1984,9,42,Dallas Grand Prix,1984-07-08,\N,1984-07-08 \N,dev,2024-06-11
445,1984,10,38,British Grand Prix,1984-07-22,\N,1984-07-22 \N,dev,2024-06-11
446,1984,11,10,German Grand Prix,1984-08-05,\N,1984-08-05 \N,dev,2024-06-11
447,1984,12,23,Austrian Grand Prix,1984-08-19,\N,1984-08-19 \N,dev,2024-06-11
448,1984,13,39,Dutch Grand Prix,1984-08-26,\N,1984-08-26 \N,dev,2024-06-11
449,1984,14,14,Italian Grand Prix,1984-09-09,\N,1984-09-09 \N,dev,2024-06-11
450,1984,15,20,European Grand Prix,1984-10-07,\N,1984-10-07 \N,dev,2024-06-11
451,1984,16,27,Portuguese Grand Prix,1984-10-21,\N,1984-10-21 \N,dev,2024-06-11
452,1983,1,36,Brazilian Grand Prix,1983-03-13,\N,1983-03-13 \N,dev,2024-06-11
453,1983,2,43,United States Grand Prix West,1983-03-27,\N,1983-03-27 \N,dev,2024-06-11
454,1983,3,34,French Grand Prix,1983-04-17,\N,1983-04-17 \N,dev,2024-06-11
455,1983,4,21,San Marino Grand Prix,1983-05-01,\N,1983-05-01 \N,dev,2024-06-11
456,1983,5,6,Monaco Grand Prix,1983-05-15,\N,1983-05-15 \N,dev,2024-06-11
457,1983,6,13,Belgian Grand Prix,1983-05-22,\N,1983-05-22 \N,dev,2024-06-11
458,1983,7,37,Detroit Grand Prix,1983-06-05,\N,1983-06-05 \N,dev,2024-06-11
459,1983,8,7,Canadian Grand Prix,1983-06-12,\N,1983-06-12 \N,dev,2024-06-11
460,1983,9,9,British Grand Prix,1983-07-16,\N,1983-07-16 \N,dev,2024-06-11
461,1983,10,10,German Grand Prix,1983-08-07,\N,1983-08-07 \N,dev,2024-06-11
462,1983,11,23,Austrian Grand Prix,1983-08-14,\N,1983-08-14 \N,dev,2024-06-11
463,1983,12,39,Dutch Grand Prix,1983-08-28,\N,1983-08-28 \N,dev,2024-06-11
464,1983,13,14,Italian Grand Prix,1983-09-11,\N,1983-09-11 \N,dev,2024-06-11
465,1983,14,38,European Grand Prix,1983-09-25,\N,1983-09-25 \N,dev,2024-06-11
466,1983,15,30,South African Grand Prix,1983-10-15,\N,1983-10-15 \N,dev,2024-06-11
467,1982,1,30,South African Grand Prix,1982-01-23,\N,1982-01-23 \N,dev,2024-06-11
468,1982,2,36,Brazilian Grand Prix,1982-03-21,\N,1982-03-21 \N,dev,2024-06-11
469,1982,3,43,United States Grand Prix West,1982-04-04,\N,1982-04-04 \N,dev,2024-06-11
470,1982,4,21,San Marino Grand Prix,1982-04-25,\N,1982-04-25 \N,dev,2024-06-11
471,1982,5,40,Belgian Grand Prix,1982-05-09,\N,1982-05-09 \N,dev,2024-06-11
472,1982,6,6,Monaco Grand Prix,1982-05-23,\N,1982-05-23 \N,dev,2024-06-11
473,1982,7,37,Detroit Grand Prix,1982-06-06,\N,1982-06-06 \N,dev,2024-06-11
474,1982,8,7,Canadian Grand Prix,1982-06-13,\N,1982-06-13 \N,dev,2024-06-11
475,1982,9,39,Dutch Grand Prix,1982-07-03,\N,1982-07-03 \N,dev,2024-06-11
476,1982,10,38,British Grand Prix,1982-07-18,\N,1982-07-18 \N,dev,2024-06-11
477,1982,11,34,French Grand Prix,1982-07-25,\N,1982-07-25 \N,dev,2024-06-11
478,1982,12,10,German Grand Prix,1982-08-08,\N,1982-08-08 \N,dev,2024-06-11
479,1982,13,23,Austrian Grand Prix,1982-08-15,\N,1982-08-15 \N,dev,2024-06-11
480,1982,14,41,Swiss Grand Prix,1982-08-29,\N,1982-08-29 \N,dev,2024-06-11
481,1982,15,14,Italian Grand Prix,1982-09-12,\N,1982-09-12 \N,dev,2024-06-11
482,1982,16,44,Caesars Palace Grand Prix,1982-09-25,\N,1982-09-25 \N,dev,2024-06-11
483,1981,1,43,United States Grand Prix West,1981-03-15,\N,1981-03-15 \N,dev,2024-06-11
484,1981,2,36,Brazilian Grand Prix,1981-03-29,\N,1981-03-29 \N,dev,2024-06-11
485,1981,3,25,Argentine Grand Prix,1981-04-12,\N,1981-04-12 \N,dev,2024-06-11
486,1981,4,21,San Marino Grand Prix,1981-05-03,\N,1981-05-03 \N,dev,2024-06-11
487,1981,5,40,Belgian Grand Prix,1981-05-17,\N,1981-05-17 \N,dev,2024-06-11
488,1981,6,6,Monaco Grand Prix,1981-05-31,\N,1981-05-31 \N,dev,2024-06-11
489,1981,7,45,Spanish Grand Prix,1981-06-21,\N,1981-06-21 \N,dev,2024-06-11
490,1981,8,41,French Grand Prix,1981-07-05,\N,1981-07-05 \N,dev,2024-06-11
491,1981,9,9,British Grand Prix,1981-07-18,\N,1981-07-18 \N,dev,2024-06-11
492,1981,10,10,German Grand Prix,1981-08-02,\N,1981-08-02 \N,dev,2024-06-11
493,1981,11,23,Austrian Grand Prix,1981-08-16,\N,1981-08-16 \N,dev,2024-06-11
494,1981,12,39,Dutch Grand Prix,1981-08-30,\N,1981-08-30 \N,dev,2024-06-11
495,1981,13,14,Italian Grand Prix,1981-09-13,\N,1981-09-13 \N,dev,2024-06-11
496,1981,14,7,Canadian Grand Prix,1981-09-27,\N,1981-09-27 \N,dev,2024-06-11
497,1981,15,44,Caesars Palace Grand Prix,1981-10-17,\N,1981-10-17 \N,dev,2024-06-11
498,1980,1,25,Argentine Grand Prix,1980-01-13,\N,1980-01-13 \N,dev,2024-06-11
499,1980,2,18,Brazilian Grand Prix,1980-01-27,\N,1980-01-27 \N,dev,2024-06-11
500,1980,3,30,South African Grand Prix,1980-03-01,\N,1980-03-01 \N,dev,2024-06-11
501,1980,4,43,United States Grand Prix West,1980-03-30,\N,1980-03-30 \N,dev,2024-06-11
502,1980,5,40,Belgian Grand Prix,1980-05-04,\N,1980-05-04 \N,dev,2024-06-11
503,1980,6,6,Monaco Grand Prix,1980-05-18,\N,1980-05-18 \N,dev,2024-06-11
504,1980,7,34,French Grand Prix,1980-06-29,\N,1980-06-29 \N,dev,2024-06-11
505,1980,8,38,British Grand Prix,1980-07-13,\N,1980-07-13 \N,dev,2024-06-11
506,1980,9,10,German Grand Prix,1980-08-10,\N,1980-08-10 \N,dev,2024-06-11
507,1980,10,23,Austrian Grand Prix,1980-08-17,\N,1980-08-17 \N,dev,2024-06-11
508,1980,11,39,Dutch Grand Prix,1980-08-31,\N,1980-08-31 \N,dev,2024-06-11
509,1980,12,21,Italian Grand Prix,1980-09-14,\N,1980-09-14 \N,dev,2024-06-11
510,1980,13,7,Canadian Grand Prix,1980-09-28,\N,1980-09-28 \N,dev,2024-06-11
511,1980,14,46,United States Grand Prix,1980-10-05,\N,1980-10-05 \N,dev,2024-06-11
512,1979,1,25,Argentine Grand Prix,1979-01-21,\N,1979-01-21 \N,dev,2024-06-11
513,1979,2,18,Brazilian Grand Prix,1979-02-04,\N,1979-02-04 \N,dev,2024-06-11
514,1979,3,30,South African Grand Prix,1979-03-03,\N,1979-03-03 \N,dev,2024-06-11
515,1979,4,43,United States Grand Prix West,1979-04-08,\N,1979-04-08 \N,dev,2024-06-11
516,1979,5,45,Spanish Grand Prix,1979-04-29,\N,1979-04-29 \N,dev,2024-06-11
517,1979,6,40,Belgian Grand Prix,1979-05-13,\N,1979-05-13 \N,dev,2024-06-11
518,1979,7,6,Monaco Grand Prix,1979-05-27,\N,1979-05-27 \N,dev,2024-06-11
519,1979,8,41,French Grand Prix,1979-07-01,\N,1979-07-01 \N,dev,2024-06-11
520,1979,9,9,British Grand Prix,1979-07-14,\N,1979-07-14 \N,dev,2024-06-11
521,1979,10,10,German Grand Prix,1979-07-29,\N,1979-07-29 \N,dev,2024-06-11
522,1979,11,23,Austrian Grand Prix,1979-08-12,\N,1979-08-12 \N,dev,2024-06-11
523,1979,12,39,Dutch Grand Prix,1979-08-26,\N,1979-08-26 \N,dev,2024-06-11
524,1979,13,14,Italian Grand Prix,1979-09-09,\N,1979-09-09 \N,dev,2024-06-11
525,1979,14,7,Canadian Grand Prix,1979-09-30,\N,1979-09-30 \N,dev,2024-06-11
526,1979,15,46,United States Grand Prix,1979-10-07,\N,1979-10-07 \N,dev,2024-06-11
527,1978,1,25,Argentine Grand Prix,1978-01-15,\N,1978-01-15 \N,dev,2024-06-11
528,1978,2,36,Brazilian Grand Prix,1978-01-29,\N,1978-01-29 \N,dev,2024-06-11
529,1978,3,30,South African Grand Prix,1978-03-04,\N,1978-03-04 \N,dev,2024-06-11
530,1978,4,43,United States Grand Prix West,1978-04-02,\N,1978-04-02 \N,dev,2024-06-11
531,1978,5,6,Monaco Grand Prix,1978-05-07,\N,1978-05-07 \N,dev,2024-06-11
532,1978,6,40,Belgian Grand Prix,1978-05-21,\N,1978-05-21 \N,dev,2024-06-11
533,1978,7,45,Spanish Grand Prix,1978-06-04,\N,1978-06-04 \N,dev,2024-06-11
534,1978,8,47,Swedish Grand Prix,1978-06-17,\N,1978-06-17 \N,dev,2024-06-11
535,1978,9,34,French Grand Prix,1978-07-02,\N,1978-07-02 \N,dev,2024-06-11
536,1978,10,38,British Grand Prix,1978-07-16,\N,1978-07-16 \N,dev,2024-06-11
537,1978,11,10,German Grand Prix,1978-07-30,\N,1978-07-30 \N,dev,2024-06-11
538,1978,12,23,Austrian Grand Prix,1978-08-13,\N,1978-08-13 \N,dev,2024-06-11
539,1978,13,39,Dutch Grand Prix,1978-08-27,\N,1978-08-27 \N,dev,2024-06-11
540,1978,14,14,Italian Grand Prix,1978-09-10,\N,1978-09-10 \N,dev,2024-06-11
541,1978,15,46,United States Grand Prix,1978-10-01,\N,1978-10-01 \N,dev,2024-06-11
542,1978,16,7,Canadian Grand Prix,1978-10-08,\N,1978-10-08 \N,dev,2024-06-11
543,1977,1,25,Argentine Grand Prix,1977-01-09,\N,1977-01-09 \N,dev,2024-06-11
544,1977,2,18,Brazilian Grand Prix,1977-01-23,\N,1977-01-23 \N,dev,2024-06-11
545,1977,3,30,South African Grand Prix,1977-03-05,\N,1977-03-05 \N,dev,2024-06-11
546,1977,4,43,United States Grand Prix West,1977-04-03,\N,1977-04-03 \N,dev,2024-06-11
547,1977,5,45,Spanish Grand Prix,1977-05-08,\N,1977-05-08 \N,dev,2024-06-11
548,1977,6,6,Monaco Grand Prix,1977-05-22,\N,1977-05-22 \N,dev,2024-06-11
549,1977,7,40,Belgian Grand Prix,1977-06-05,\N,1977-06-05 \N,dev,2024-06-11
550,1977,8,47,Swedish Grand Prix,1977-06-19,\N,1977-06-19 \N,dev,2024-06-11
551,1977,9,41,French Grand Prix,1977-07-03,\N,1977-07-03 \N,dev,2024-06-11
